From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
CAH3157125.1	A0AAU9XUV3	unreviewed	A0AAU9XUV3_9CNID	Uncharacterized protein	PMEA_00029844	Pocillopora meandrina	825	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	cell adhesion [GO:0007155]	GO:0005509; GO:0005576; GO:0005886; GO:0007155; GO:0012505; GO:0038023	calcium ion binding [GO:0005509]; signaling receptor activity [GO:0038023]	endomembrane system [GO:0012505]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; signaling receptor activity [GO:0038023]; cell adhesion [GO:0007155]	
RMX42896.1	A0A3M6TNE6	unreviewed	A0A3M6TNE6_POCDA	protein-tyrosine-phosphatase (EC 3.1.3.48)	pdam_00005132	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	691	cell junction [GO:0030054]; cytosol [GO:0005829]; plasma membrane [GO:0005886]	signal transduction [GO:0007165]	GO:0004725; GO:0005829; GO:0005886; GO:0007165; GO:0019901; GO:0030054	protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]	cell junction [GO:0030054]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; signal transduction [GO:0007165]	
CAH3126709.1	A0AAU9WVL3	unreviewed	A0AAU9WVL3_9CNID	Vacuolar-sorting protein SNF8	PMEA_00012695	Pocillopora meandrina	242	ESCRT II complex [GO:0000814]	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]	GO:0000814; GO:0043328		ESCRT II complex [GO:0000814]; protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043328]	
CAH3120758.1	A0AAU9WPA4	unreviewed	A0AAU9WPA4_9CNID	PEST proteolytic signal-containing nuclear protein	PMEA_00008881	Pocillopora meandrina	160	nucleus [GO:0005634]	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]	GO:0005634; GO:0016567; GO:0043161		nucleus [GO:0005634]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]	
RMX50738.1	A0A3M6UB93	unreviewed	A0A3M6UB93_POCDA	Uncharacterized protein	pdam_00018284	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	83						
RMX48463.1	A0A3M6U463	unreviewed	A0A3M6U463_POCDA	Uncharacterized protein	pdam_00015188	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	471						
CAH3042607.1	A0AAU9W1P1	unreviewed	A0AAU9W1P1_9CNID	Uncharacterized protein	PMEA_00028905	Pocillopora meandrina	6393	extracellular region [GO:0005576]; nematocyst [GO:0042151]		GO:0004867; GO:0005576; GO:0008061; GO:0042151	chitin binding [GO:0008061]; serine-type endopeptidase inhibitor activity [GO:0004867]	extracellular region [GO:0005576]; nematocyst [GO:0042151]; chitin binding [GO:0008061]; serine-type endopeptidase inhibitor activity [GO:0004867]	
CAH3107253.1	A0AAU9W7Z8	unreviewed	A0AAU9W7Z8_9CNID	COR domain-containing protein	PMEA_00001928	Pocillopora meandrina	897						
CAH3035891.1	A0AAU9VUN0	unreviewed	A0AAU9VUN0_9CNID	Uncharacterized protein	PMEA_00016539	Pocillopora meandrina	214						
RMX35960.1	A0A3M6T506	unreviewed	A0A3M6T506_POCDA	Rhamnogalacturonase A/B/Epimerase-like pectate lyase domain-containing protein	pdam_00005216	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	190						
RMX46863.1	A0A3M6TZM8	unreviewed	A0A3M6TZM8_POCDA	Uncharacterized protein	pdam_00007653	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	125						
CAH3164244.1	A0AAU9XZI2	unreviewed	A0AAU9XZI2_9CNID	Nephrocystin-3	PMEA_00002205	Pocillopora meandrina	1603		Wnt signaling pathway [GO:0016055]	GO:0005524; GO:0016055; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; Wnt signaling pathway [GO:0016055]	
CAH3151547.1	A0AAU9XLY7	unreviewed	A0AAU9XLY7_9CNID	BolA-like protein 2	PMEA_00025251	Pocillopora meandrina	86	cytosol [GO:0005829]; nucleus [GO:0005634]	intracellular iron ion homeostasis [GO:0006879]; protein maturation [GO:0051604]	GO:0005634; GO:0005829; GO:0006879; GO:0051537; GO:0051604	2 iron, 2 sulfur cluster binding [GO:0051537]	cytosol [GO:0005829]; nucleus [GO:0005634]; 2 iron, 2 sulfur cluster binding [GO:0051537]; intracellular iron ion homeostasis [GO:0006879]; protein maturation [GO:0051604]	
CAH3120961.1	A0AAU9WPI5	unreviewed	A0AAU9WPI5_9CNID	Collagen alpha-3(VI) chain	PMEA_00008969	Pocillopora meandrina	2077						
KAK2549389.1	A0AAD9PUL4	unreviewed	A0AAD9PUL4_ACRCE	Transposon TX1 uncharacterized 149 kDa protein	P5673_030218	Acropora cervicornis (Staghorn coral)	1274			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
RMX53446.1	A0A3M6UIH9	unreviewed	A0A3M6UIH9_POCDA	SANT domain-containing protein	pdam_00013291	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	451						
RMX39452.1	A0A3M6TDI7	unreviewed	A0A3M6TDI7_POCDA	Pentraxin	pdam_00007599	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	350						
RMX51494.1	A0A3M6UDB1	unreviewed	A0A3M6UDB1_POCDA	Collagen IV NC1 domain-containing protein	pdam_00014846	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	320	extracellular space [GO:0005615]; membrane [GO:0016020]		GO:0005615; GO:0016020		extracellular space [GO:0005615]; membrane [GO:0016020]	
RMX52369.1	A0A3M6UFN3	unreviewed	A0A3M6UFN3_POCDA	Uncharacterized protein	pdam_00014382	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	157						
CAH3146745.1	A0AAU9XFU3	unreviewed	A0AAU9XFU3_9CNID	Uncharacterized protein	PMEA_00023049	Pocillopora meandrina	1357			GO:0008270; GO:0016740	transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	
CAH3122929.1	A0AAU9WR74	unreviewed	A0AAU9WR74_9CNID	Uncharacterized protein	PMEA_00009867	Pocillopora meandrina	949						
CAH3145016.1	A0AAU9XDN2	unreviewed	A0AAU9XDN2_9CNID	Uncharacterized protein	PMEA_00022544	Pocillopora meandrina	348						
CAH3127434.1	A0AAU9WVR9	unreviewed	A0AAU9WVR9_9CNID	Uncharacterized protein	PMEA_00012557	Pocillopora meandrina	259	nucleus [GO:0005634]	protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0005634; GO:0006511; GO:0008270; GO:0016567; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]	
RMX48816.1	A0A3M6U5G1	unreviewed	A0A3M6U5G1_POCDA	RING-type domain-containing protein	pdam_00001496	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	588		proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	GO:0000209; GO:0008270; GO:0043161; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	
RMX51583.1	A0A3M6UD22	unreviewed	A0A3M6UD22_POCDA	Uncharacterized protein	pdam_00017715	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	525						
CAH3139925.1	A0AAU9X7K8	unreviewed	A0AAU9X7K8_9CNID	Uncharacterized protein	PMEA_00019046	Pocillopora meandrina	252						
CAH3106825.1	A0AAU9W9V0	unreviewed	A0AAU9W9V0_9CNID	Transmembrane protein 263	PMEA_00001712	Pocillopora meandrina	117	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3033188.1	A0AAU9VMM9	unreviewed	A0AAU9VMM9_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00010993	Pocillopora meandrina	351	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
RMX38892.1	A0A3M6TBX9	unreviewed	A0A3M6TBX9_POCDA	Uncharacterized protein	pdam_00024485	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	196						
RMX40233.1	A0A3M6TFS1	unreviewed	A0A3M6TFS1_POCDA	PABS domain-containing protein	pdam_00014337	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	351	cytosol [GO:0005829]	spermidine biosynthetic process [GO:0008295]	GO:0004766; GO:0005829; GO:0008295	spermidine synthase activity [GO:0004766]	cytosol [GO:0005829]; spermidine synthase activity [GO:0004766]; spermidine biosynthetic process [GO:0008295]	
RMX56298.1	A0A3M6USJ3	unreviewed	A0A3M6USJ3_POCDA	Uncharacterized protein	pdam_00011450	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	373						
CAH3043085.1	A0AAU9VYS5	unreviewed	A0AAU9VYS5_9CNID	CUB domain-containing protein	PMEA_00030798	Pocillopora meandrina	409						
PFX15162.1	A0A2B4RFX4	unreviewed	A0A2B4RFX4_STYPI	Mutator-like transposase domain-containing protein	AWC38_SpisGene20629	Stylophora pistillata (Smooth cauliflower coral)	337						
RMX54422.1	A0A3M6ULC8	unreviewed	A0A3M6ULC8_POCDA	Uncharacterized protein	pdam_00013879	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	200						
CAB4033408.1	A0A6S7JQT8	unreviewed	A0A6S7JQT8_PARCT	Uncharacterized protein	PACLA_8A033018	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	241						
CAH3168917.1	A0AAU9Y468	unreviewed	A0AAU9Y468_9CNID	Tropomyosin	PMEA_00009954	Pocillopora meandrina	243						
CAH3107962.1	A0AAU9WET9	unreviewed	A0AAU9WET9_9CNID	Uncharacterized protein	PMEA_00003023	Pocillopora meandrina	262						
CAH3130828.1	A0AAU9WZV0	unreviewed	A0AAU9WZV0_9CNID	Serine protease	PMEA_00014352	Pocillopora meandrina	1824						
CAH3031254.1	A0AAU9VM98	unreviewed	A0AAU9VM98_9CNID	Sulfatase N-terminal domain-containing protein	PMEA_00001253	Pocillopora meandrina	671	extracellular space [GO:0005615]; membrane [GO:0016020]		GO:0005615; GO:0016020		extracellular space [GO:0005615]; membrane [GO:0016020]	
CAH3043108.1	A0AAU9W0T7	unreviewed	A0AAU9W0T7_9CNID	Uncharacterized protein	PMEA_00031588	Pocillopora meandrina	239						
CAH3126046.1	A0AAU9WUR8	unreviewed	A0AAU9WUR8_9CNID	CUB domain-containing protein	PMEA_00011886	Pocillopora meandrina	270	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX40032.1	A0A3M6TF51	unreviewed	A0A3M6TF51_POCDA	DDE-1 domain-containing protein	pdam_00018008	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	336	nucleus [GO:0005634]		GO:0003677; GO:0005634	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]	
RMX43914.1	A0A3M6TRM2	unreviewed	A0A3M6TRM2_POCDA	Major facilitator superfamily (MFS) profile domain-containing protein	pdam_00011269	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	448	membrane [GO:0016020]		GO:0016020; GO:0022857	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	
CAH3153134.1	A0AAU9XNL9	unreviewed	A0AAU9XNL9_9CNID	N-alpha-acetyltransferase 20 (EC 2.3.1.254) (Methionine N-acetyltransferase) (N-acetyltransferase 5) (N-terminal acetyltransferase B complex catalytic subunit NAA20) (N-terminal acetyltransferase B complex catalytic subunit NAT5) (NatB catalytic subunit)	PMEA_00026995	Pocillopora meandrina	175	NatB complex [GO:0031416]		GO:0004596; GO:0031416	peptide alpha-N-acetyltransferase activity [GO:0004596]	NatB complex [GO:0031416]; peptide alpha-N-acetyltransferase activity [GO:0004596]	
CAH3148707.1	A0AAU9XJE7	unreviewed	A0AAU9XJE7_9CNID	Peptidase M14 carboxypeptidase A domain-containing protein	PMEA_00024280	Pocillopora meandrina	363	extracellular space [GO:0005615]	proteolysis [GO:0006508]	GO:0004181; GO:0005615; GO:0006508; GO:0008270	metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]	extracellular space [GO:0005615]; metallocarboxypeptidase activity [GO:0004181]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	
CAB3976852.1	A0A6S7FG72	unreviewed	A0A6S7FG72_PARCT	Uncharacterized protein	PACLA_8A082286	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	612						
RMX45762.1	A0A3M6TWM4	unreviewed	A0A3M6TWM4_POCDA	Sulfotransferase domain-containing protein	pdam_00004141	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	432	Golgi membrane [GO:0000139]	glycolipid biosynthetic process [GO:0009247]	GO:0000139; GO:0001733; GO:0009247	galactosylceramide sulfotransferase activity [GO:0001733]	Golgi membrane [GO:0000139]; galactosylceramide sulfotransferase activity [GO:0001733]; glycolipid biosynthetic process [GO:0009247]	
CAH3103442.1	A0AAU9W8Z2	unreviewed	A0AAU9W8Z2_9CNID	Metalloendopeptidase (EC 3.4.24.-)	PMEA_00035126	Pocillopora meandrina	676		proteolysis [GO:0006508]	GO:0004222; GO:0006508; GO:0008270	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	
RMX47179.1	A0A3M6U0V1	unreviewed	A0A3M6U0V1_POCDA	TTF-type domain-containing protein	pdam_00022259	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	394						
RMX53244.1	A0A3M6UI85	unreviewed	A0A3M6UI85_POCDA	MAGE domain-containing protein	pdam_00024398	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	174						
RMX51360.1	A0A3M6UCF7	unreviewed	A0A3M6UCF7_POCDA	MIP18 family-like domain-containing protein	pdam_00011352	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	155	cytosolic [4Fe-4S] assembly targeting complex [GO:0097361]	chromosome segregation [GO:0007059]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	GO:0007059; GO:0097361; GO:0097428		cytosolic [4Fe-4S] assembly targeting complex [GO:0097361]; chromosome segregation [GO:0007059]; protein maturation by iron-sulfur cluster transfer [GO:0097428]	
CAH3167290.1	A0AAU9Y669	unreviewed	A0AAU9Y669_9CNID	Low molecular weight phosphotyrosine protein phosphatase (LMW-PTP) (LMW-PTPase) (EC 3.1.3.2) (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase)	PMEA_00007057	Pocillopora meandrina	158	cytoplasm [GO:0005737]		GO:0003993; GO:0004726; GO:0005737	acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]	cytoplasm [GO:0005737]; acid phosphatase activity [GO:0003993]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]	
RMX36545.1	A0A3M6T551	unreviewed	A0A3M6T551_POCDA	Calponin-homology (CH) domain-containing protein	pdam_00019227	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2547						
CAH3164807.1	A0AAU9Y0T9	unreviewed	A0AAU9Y0T9_9CNID	BACK domain-containing protein	PMEA_00002423	Pocillopora meandrina	465						
RMX47446.1	A0A3M6U1F8	unreviewed	A0A3M6U1F8_POCDA	Peptidase S1 domain-containing protein	pdam_00002137	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	271		proteolysis [GO:0006508]	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	
CAH3142127.1	A0AAU9XCG6	unreviewed	A0AAU9XCG6_9CNID	EF-hand domain-containing protein	PMEA_00019953	Pocillopora meandrina	423			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	
CAH3156135.1	A0AAU9XRV5	unreviewed	A0AAU9XRV5_9CNID	GRF-type domain-containing protein	PMEA_00029377	Pocillopora meandrina	189			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	
CAH3112216.1	A0AAU9WFH4	unreviewed	A0AAU9WFH4_9CNID	Homing endonuclease LAGLIDADG domain-containing protein	PMEA_00005016	Pocillopora meandrina	211						
RMX47260.1	A0A3M6U0T3	unreviewed	A0A3M6U0T3_POCDA	ShKT domain-containing protein	pdam_00012930	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	639	extracellular region [GO:0005576]		GO:0005576		extracellular region [GO:0005576]	
CAH3121520.1	A0AAU9WPN0	unreviewed	A0AAU9WPN0_9CNID	Uncharacterized protein	PMEA_00008695	Pocillopora meandrina	440						
RMX59177.1	A0A3M6UZY2	unreviewed	A0A3M6UZY2_POCDA	Glycoside hydrolase family 5 domain-containing protein	pdam_00007720	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	282	cell surface [GO:0009986]; extracellular region [GO:0005576]	glucan catabolic process [GO:0009251]	GO:0005576; GO:0008422; GO:0009251; GO:0009986	beta-glucosidase activity [GO:0008422]	cell surface [GO:0009986]; extracellular region [GO:0005576]; beta-glucosidase activity [GO:0008422]; glucan catabolic process [GO:0009251]	
CAH3138673.1	A0AAU9X719	unreviewed	A0AAU9X719_9CNID	BTB domain-containing protein	PMEA_00018549	Pocillopora meandrina	1078						
RMX45381.1	A0A3M6TVL3	unreviewed	A0A3M6TVL3_POCDA	SKI/SNO/DAC domain-containing protein	pdam_00000848	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	976						
RMX50071.1	A0A3M6U8Z6	unreviewed	A0A3M6U8Z6_POCDA	4-coumarate--CoA ligase	pdam_00002889	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1118			GO:0016405	CoA-ligase activity [GO:0016405]	CoA-ligase activity [GO:0016405]	
CAH3149738.1	A0AAU9XL37	unreviewed	A0AAU9XL37_9CNID	Uncharacterized protein	PMEA_00024471	Pocillopora meandrina	318						
CAH3122375.1	A0AAU9WQ70	unreviewed	A0AAU9WQ70_9CNID	Nuclear apoptosis-inducing factor 1	PMEA_00009598	Pocillopora meandrina	259						
CAH3032137.1	A0AAU9VKP9	unreviewed	A0AAU9VKP9_9CNID	Transmembrane prolyl 4-hydroxylase	PMEA_00000986	Pocillopora meandrina	847	endoplasmic reticulum [GO:0005783]		GO:0004656; GO:0005506; GO:0005509; GO:0005783; GO:0031418	calcium ion binding [GO:0005509]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656]	endoplasmic reticulum [GO:0005783]; calcium ion binding [GO:0005509]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656]	
CAH3133313.1	A0AAU9X1P7	unreviewed	A0AAU9X1P7_9CNID	VWFA domain-containing protein	PMEA_00015010	Pocillopora meandrina	1512						
CAH3034138.1	A0AAU9VRK6	unreviewed	A0AAU9VRK6_9CNID	VWFA domain-containing protein	PMEA_00010494	Pocillopora meandrina	284						
RMX45482.1	A0A3M6TVQ4	unreviewed	A0A3M6TVQ4_POCDA	DPY30 domain-containing protein 1	pdam_00024773	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	274	Set1C/COMPASS complex [GO:0048188]		GO:0048188		Set1C/COMPASS complex [GO:0048188]	
RMX42130.1	A0A3M6TL82	unreviewed	A0A3M6TL82_POCDA	N-acetyltransferase domain-containing protein	pdam_00001245	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	163			GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	
RMX50124.1	A0A3M6U9B1	unreviewed	A0A3M6U9B1_POCDA	Uncharacterized protein	pdam_00002891	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	244						
RMX55349.1	A0A3M6UP20	unreviewed	A0A3M6UP20_POCDA	Replication protein A OB domain-containing protein	pdam_00021237	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	146						
CAH3034448.1	A0AAU9VS56	unreviewed	A0AAU9VS56_9CNID	Protein kinase domain-containing protein	PMEA_00010721	Pocillopora meandrina	705	plasma membrane [GO:0005886]; receptor complex [GO:0043235]	cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]	GO:0004714; GO:0005524; GO:0005886; GO:0007169; GO:0043235	ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]	
CAH3041707.1	A0AAU9VX67	unreviewed	A0AAU9VX67_9CNID	MARVEL domain-containing protein	PMEA_00028341	Pocillopora meandrina	177	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3143789.1	A0AAU9XC99	unreviewed	A0AAU9XC99_9CNID	G-protein coupled receptors family 2 profile 2 domain-containing protein	PMEA_00020770	Pocillopora meandrina	638	plasma membrane [GO:0005886]	cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0005886; GO:0007166	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	
RMX46603.1	A0A3M6TYY2	unreviewed	A0A3M6TYY2_POCDA	Uncharacterized protein	pdam_00025347	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	201						
CAH3169011.1	A0AAU9Y5A6	unreviewed	A0AAU9Y5A6_9CNID	Uncharacterized protein	PMEA_00010001	Pocillopora meandrina	283						
CAH3116537.1	A0AAU9WKC5	unreviewed	A0AAU9WKC5_9CNID	ER membrane protein complex subunit 1	PMEA_00006471	Pocillopora meandrina	991	EMC complex [GO:0072546]	protein folding in endoplasmic reticulum [GO:0034975]	GO:0034975; GO:0072546		EMC complex [GO:0072546]; protein folding in endoplasmic reticulum [GO:0034975]	
CAH3154867.1	A0AAU9XPB8	unreviewed	A0AAU9XPB8_9CNID	Hedgehog protein	PMEA_00027758	Pocillopora meandrina	430	endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]	cell fate specification [GO:0001708]; cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; regulation of gene expression [GO:0010468]; smoothened signaling pathway [GO:0007224]; system development [GO:0048731]	GO:0000139; GO:0001708; GO:0005113; GO:0005509; GO:0005615; GO:0005789; GO:0005886; GO:0007224; GO:0007267; GO:0008233; GO:0010468; GO:0016539; GO:0016540; GO:0016740; GO:0048731	calcium ion binding [GO:0005509]; patched binding [GO:0005113]; peptidase activity [GO:0008233]; transferase activity [GO:0016740]	endoplasmic reticulum membrane [GO:0005789]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; patched binding [GO:0005113]; peptidase activity [GO:0008233]; transferase activity [GO:0016740]; cell fate specification [GO:0001708]; cell-cell signaling [GO:0007267]; intein-mediated protein splicing [GO:0016539]; protein autoprocessing [GO:0016540]; regulation of gene expression [GO:0010468]; smoothened signaling pathway [GO:0007224]; system development [GO:0048731]	
CAH3121411.1	A0AAU9WPZ1	unreviewed	A0AAU9WPZ1_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00009214	Pocillopora meandrina	293	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
KAJ7386760.1	A0A9X0D4P2	unreviewed	A0A9X0D4P2_9CNID	Uncharacterized protein	OS493_006785	Desmophyllum pertusum	391						
CAH3035809.1	A0AAU9VTP6	unreviewed	A0AAU9VTP6_9CNID	receptor protein-tyrosine kinase (EC 2.7.10.1)	PMEA_00016495	Pocillopora meandrina	1071	plasma membrane [GO:0005886]		GO:0004713; GO:0005524; GO:0005886	ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	
CAH3103811.1	A0AAU9W6S5	unreviewed	A0AAU9W6S5_9CNID	Uncharacterized protein	PMEA_00035294	Pocillopora meandrina	423	actin filament [GO:0005884]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	actin filament polymerization [GO:0030041]	GO:0005737; GO:0005884; GO:0005886; GO:0030041; GO:0051015	actin filament binding [GO:0051015]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; actin filament polymerization [GO:0030041]	
RMX42480.1	A0A3M6TM96	unreviewed	A0A3M6TM96_POCDA	Uncharacterized protein	pdam_00010875	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	139						
CAH3153807.1	A0AAU9XND2	unreviewed	A0AAU9XND2_9CNID	receptor protein-tyrosine kinase (EC 2.7.10.1)	PMEA_00027283	Pocillopora meandrina	1372	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]	cell-cell adhesion [GO:0098609]	GO:0004713; GO:0005524; GO:0005886; GO:0005911; GO:0050839; GO:0098609	ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein tyrosine kinase activity [GO:0004713]	cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cell adhesion molecule binding [GO:0050839]; protein tyrosine kinase activity [GO:0004713]; cell-cell adhesion [GO:0098609]	
CAH3110413.1	A0AAU9WAS8	unreviewed	A0AAU9WAS8_9CNID	Uncharacterized protein	PMEA_00003663	Pocillopora meandrina	209						
CAH3153043.1	A0AAU9XMK1	unreviewed	A0AAU9XMK1_9CNID	DUF659 domain-containing protein	PMEA_00026933	Pocillopora meandrina	118						
CAH3033065.1	A0AAU9VME4	unreviewed	A0AAU9VME4_9CNID	ZP domain-containing protein	PMEA_00010896	Pocillopora meandrina	997	membrane [GO:0016020]		GO:0005509; GO:0016020	calcium ion binding [GO:0005509]	membrane [GO:0016020]; calcium ion binding [GO:0005509]	
KAK2549103.1	A0AAD9PUH4	unreviewed	A0AAD9PUH4_ACRCE	PHD-type domain-containing protein	P5673_030473	Acropora cervicornis (Staghorn coral)	1042		proteolysis [GO:0006508]	GO:0003700; GO:0006508; GO:0008234; GO:0008270	cysteine-type peptidase activity [GO:0008234]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]	cysteine-type peptidase activity [GO:0008234]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]	
