From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_031574354.1	A0A6P8J415	unreviewed	A0A6P8J415_ACTTE	Uncharacterized protein K02A2.6-like	LOC116308124	Actinia tenebrosa (Australian red waratah sea anemone)	396		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	LOC116308124
XP_022793068.1	A0A2B4S2M6	unreviewed	A0A2B4S2M6_STYPI	Uncharacterized protein	AWC38_SpisGene11295	Stylophora pistillata (Smooth cauliflower coral)	909						
XP_027059404.1	A0A3M6UR57	unreviewed	A0A3M6UR57_POCDA	Uncharacterized protein	pdam_00012117	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	165						
XP_038045167.1	A0A913Z0H8	unreviewed	A0A913Z0H8_PATMI	Uncharacterized protein		Patiria miniata (Bat star) (Asterina miniata)	610						
XP_031559080.1	A0A6P8I2K1	unreviewed	A0A6P8I2K1_ACTTE	Uncharacterized protein LOC116295423	LOC116295423	Actinia tenebrosa (Australian red waratah sea anemone)	170						LOC116295423
XP_027058825.1	A0A3M6UJ60	unreviewed	A0A3M6UJ60_POCDA	Integrase catalytic domain-containing protein	pdam_00000420	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	272		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
XP_028516456.1	A0A913YQN3	unreviewed	A0A913YQN3_EXADI	ATP-dependent DNA helicase (EC 3.6.4.12)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	994		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	
XP_027054013.1	A0A3M6T8J0	unreviewed	A0A3M6T8J0_POCDA	Caveolin	pdam_00004298	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	174	caveola [GO:0005901]; Golgi membrane [GO:0000139]	caveola assembly [GO:0070836]	GO:0000139; GO:0005901; GO:0060090; GO:0070836	molecular adaptor activity [GO:0060090]	caveola [GO:0005901]; Golgi membrane [GO:0000139]; molecular adaptor activity [GO:0060090]; caveola assembly [GO:0070836]	
XP_028514694.1	A0A913YHY8	unreviewed	A0A913YHY8_EXADI	HMG domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	851						
XP_038069818.1	A0A914B1N5	unreviewed	A0A914B1N5_PATMI	Integrase catalytic domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	345		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
XP_028513775.1	A0A913YEL8	unreviewed	A0A913YEL8_EXADI	Peptidase aspartic putative domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1669						
XP_027054643.1	A0A3M6T771	unreviewed	A0A3M6T771_POCDA	DDE Tnp4 domain-containing protein	pdam_00023680	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	413	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	
XP_022807211.1	A0A2B4R960	unreviewed	A0A2B4R960_STYPI	Uncharacterized protein	AWC38_SpisGene20926	Stylophora pistillata (Smooth cauliflower coral)	136						
XP_028518184.1	A0A913YSL3	unreviewed	A0A913YSL3_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	344						
XP_027038349.1	A0A3M6UNW3	unreviewed	A0A3M6UNW3_POCDA	Tropomyosin	pdam_00010154	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	296						
XP_022787302.1	A0A2B4SEX2	unreviewed	A0A2B4SEX2_STYPI	Actin-related protein 2/3 complex subunit 2	Arpc2 AWC38_SpisGene7743	Stylophora pistillata (Smooth cauliflower coral)	577	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]	actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	GO:0005200; GO:0005737; GO:0005885; GO:0030041; GO:0034314; GO:0051015	actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; actin filament binding [GO:0051015]; structural constituent of cytoskeleton [GO:0005200]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	Arpc2
XP_022808725.1	A0A2B4RA75	unreviewed	A0A2B4RA75_STYPI	Contactin-associated protein-like 2	Cntnap2 AWC38_SpisGene22183	Stylophora pistillata (Smooth cauliflower coral)	992	collagen trimer [GO:0005581]; extracellular region [GO:0005576]		GO:0005201; GO:0005576; GO:0005581	extracellular matrix structural constituent [GO:0005201]	collagen trimer [GO:0005581]; extracellular region [GO:0005576]; extracellular matrix structural constituent [GO:0005201]	Cntnap2
XP_022793569.1	A0A2B4S5R4	unreviewed	A0A2B4S5R4_STYPI	Protein bicaudal D-like 2	Bicd2 AWC38_SpisGene11624	Stylophora pistillata (Smooth cauliflower coral)	772	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]	microtubule anchoring at microtubule organizing center [GO:0072393]; protein localization to organelle [GO:0033365]; regulation of microtubule cytoskeleton organization [GO:0070507]	GO:0005794; GO:0005829; GO:0008093; GO:0033365; GO:0034452; GO:0070507; GO:0070840; GO:0072393	cytoskeletal anchor activity [GO:0008093]; dynactin binding [GO:0034452]; dynein complex binding [GO:0070840]	cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; cytoskeletal anchor activity [GO:0008093]; dynactin binding [GO:0034452]; dynein complex binding [GO:0070840]; microtubule anchoring at microtubule organizing center [GO:0072393]; protein localization to organelle [GO:0033365]; regulation of microtubule cytoskeleton organization [GO:0070507]	Bicd2
XP_022777516.1	A0A2B4R5C2	unreviewed	A0A2B4R5C2_STYPI	Ephrin-B2a	efnb2a AWC38_SpisGene24088	Stylophora pistillata (Smooth cauliflower coral)	225	plasma membrane [GO:0005886]	axon guidance [GO:0007411]; ephrin receptor signaling pathway [GO:0048013]	GO:0005886; GO:0007411; GO:0046875; GO:0048013	ephrin receptor binding [GO:0046875]	plasma membrane [GO:0005886]; ephrin receptor binding [GO:0046875]; axon guidance [GO:0007411]; ephrin receptor signaling pathway [GO:0048013]	efnb2a
XP_031575397.1	A0A6P8J6I0	unreviewed	A0A6P8J6I0_ACTTE	Uncharacterized protein LOC116309014	LOC116309014	Actinia tenebrosa (Australian red waratah sea anemone)	899		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	LOC116309014
XP_031550384.1	A0A6P8H1X0	unreviewed	A0A6P8H1X0_ACTTE	Uncharacterized protein LOC116287825	LOC116287825	Actinia tenebrosa (Australian red waratah sea anemone)	192			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	LOC116287825
XP_022784820.1	A0A2B4SJ88	unreviewed	A0A2B4SJ88_STYPI	MULE transposase domain-containing protein	AWC38_SpisGene6069	Stylophora pistillata (Smooth cauliflower coral)	795						
XP_022784820.1	A0A2B4SV98	unreviewed	A0A2B4SV98_STYPI	MULE transposase domain-containing protein	AWC38_SpisGene2142	Stylophora pistillata (Smooth cauliflower coral)	621						
XP_022790038.1	A0A2B4T0C7	unreviewed	A0A2B4T0C7_STYPI	Carbohydrate sulfotransferase 5	Chst5 AWC38_SpisGene920	Stylophora pistillata (Smooth cauliflower coral)	435		N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]	GO:0001517; GO:0006044; GO:0006790	N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]	N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]; N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]	Chst5
XP_022796602.1	A0A2B4RX61	unreviewed	A0A2B4RX61_STYPI	C2H2-type domain-containing protein	AWC38_SpisGene14148	Stylophora pistillata (Smooth cauliflower coral)	925		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	
XP_022796602.1	A0A2B4RZP1	unreviewed	A0A2B4RZP1_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene13708	Stylophora pistillata (Smooth cauliflower coral)	698		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	K02A2.6
XP_022803815.1	A0A2B4RLI6	unreviewed	A0A2B4RLI6_STYPI	Chymotrypsinogen B	AWC38_SpisGene18464	Stylophora pistillata (Smooth cauliflower coral)	301		proteolysis [GO:0006508]	GO:0004252; GO:0006508	serine-type endopeptidase activity [GO:0004252]	serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	
XP_022788368.1	A0A2B4S8I8	unreviewed	A0A2B4S8I8_STYPI	Nephrocystin-3	nphp3 AWC38_SpisGene8374	Stylophora pistillata (Smooth cauliflower coral)	3644		Wnt signaling pathway [GO:0016055]	GO:0004672; GO:0005524; GO:0016055	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; Wnt signaling pathway [GO:0016055]	nphp3
XP_031558586.1	A0A6P8HT24	unreviewed	A0A6P8HT24_ACTTE	Uncharacterized protein LOC116295029	LOC116295029	Actinia tenebrosa (Australian red waratah sea anemone)	745						LOC116295029
XP_022778989.1	A0A2B4ST84	unreviewed	A0A2B4ST84_STYPI	Tigger transposable element-derived protein 4	Tigd4 AWC38_SpisGene2566	Stylophora pistillata (Smooth cauliflower coral)	331	nucleus [GO:0005634]		GO:0003677; GO:0005634	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]	Tigd4
XP_031549499.1	A0A6P8GZ56	unreviewed	A0A6P8GZ56_ACTTE	Uncharacterized protein LOC116287028	LOC116287028	Actinia tenebrosa (Australian red waratah sea anemone)	134						LOC116287028
XP_022780814.1	A0A2B4SST6	unreviewed	A0A2B4SST6_STYPI	Synaptotagmin-7	SYT7 AWC38_SpisGene3646	Stylophora pistillata (Smooth cauliflower coral)	411	axon [GO:0030424]; exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]; presynapse [GO:0098793]	calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; vesicle fusion [GO:0006906]	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0006906; GO:0030276; GO:0030424; GO:0048791; GO:0070382; GO:0098793	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]	axon [GO:0030424]; exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]; calcium ion-regulated exocytosis of neurotransmitter [GO:0048791]; vesicle fusion [GO:0006906]	SYT7
XP_022777852.1	A0A2B4R5E1	unreviewed	A0A2B4R5E1_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene24450	Stylophora pistillata (Smooth cauliflower coral)	282						K02A2.6
XP_031573732.1	A0A6P8J2B6	unreviewed	A0A6P8J2B6_ACTTE	Uncharacterized protein LOC116307604	LOC116307604	Actinia tenebrosa (Australian red waratah sea anemone)	660			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	LOC116307604
XP_020895511.1	A0A913WX95	unreviewed	A0A913WX95_EXADI	MADS-box domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	172	nucleus [GO:0005634]		GO:0003677; GO:0005634; GO:0046983	DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]	nucleus [GO:0005634]; DNA binding [GO:0003677]; protein dimerization activity [GO:0046983]	
XP_022808821.1	A0A2B4RAU9	unreviewed	A0A2B4RAU9_STYPI	Putative RNA-directed DNA polymerase from transposon BS	RTase AWC38_SpisGene22269	Stylophora pistillata (Smooth cauliflower coral)	1231			GO:0003964; GO:0046983	protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]	protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]	RTase
XP_027036207.1	A0A3M6UPT1	unreviewed	A0A3M6UPT1_POCDA	Uncharacterized protein	pdam_00001696	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	478	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	
XP_027051955.1	A0A3M6TD77	unreviewed	A0A3M6TD77_POCDA	Ig-like domain-containing protein	pdam_00017923	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	98						
XP_027054431.1	A0A3M6T7L3	unreviewed	A0A3M6T7L3_POCDA	RGS domain-containing protein	pdam_00008944	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	144						
XP_027050548.1	A0A3M6TGK1	unreviewed	A0A3M6TGK1_POCDA	CSC1/OSCA1-like 7TM region domain-containing protein	pdam_00007532	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	619	plasma membrane [GO:0005886]		GO:0005227; GO:0005886	calcium-activated cation channel activity [GO:0005227]	plasma membrane [GO:0005886]; calcium-activated cation channel activity [GO:0005227]	
XP_022779994.1	A0A2B4SRM3	unreviewed	A0A2B4SRM3_STYPI	Peflin (PEF protein with a long N-terminal hydrophobic domain) (Penta-EF hand domain-containing protein 1)	pef1 AWC38_SpisGene3128	Stylophora pistillata (Smooth cauliflower coral)	234	endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]	COPII vesicle coating [GO:0048208]	GO:0005509; GO:0005783; GO:0012507; GO:0048208; GO:0048306	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]	endoplasmic reticulum [GO:0005783]; ER to Golgi transport vesicle membrane [GO:0012507]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; COPII vesicle coating [GO:0048208]	pef1
XP_022803732.1	A0A2B4RLC4	unreviewed	A0A2B4RLC4_STYPI	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	snrpd3 AWC38_SpisGene18393	Stylophora pistillata (Smooth cauliflower coral)	131	cytosol [GO:0005829]; spliceosomal complex [GO:0005681]	spliceosomal snRNP assembly [GO:0000387]	GO:0000387; GO:0003723; GO:0005681; GO:0005829	RNA binding [GO:0003723]	cytosol [GO:0005829]; spliceosomal complex [GO:0005681]; RNA binding [GO:0003723]; spliceosomal snRNP assembly [GO:0000387]	snrpd3
XP_022783268.1	A0A2B4SMD7	unreviewed	A0A2B4SMD7_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene5157	Stylophora pistillata (Smooth cauliflower coral)	868						K02A2.6
XP_022798499.1	A0A2B4RTZ2	unreviewed	A0A2B4RTZ2_STYPI	Oligosaccharyltransferase complex subunit	ostc-b AWC38_SpisGene14910	Stylophora pistillata (Smooth cauliflower coral)	150	oligosaccharyltransferase complex [GO:0008250]	protein glycosylation [GO:0006486]	GO:0006486; GO:0008250; GO:0016740	transferase activity [GO:0016740]	oligosaccharyltransferase complex [GO:0008250]; transferase activity [GO:0016740]; protein glycosylation [GO:0006486]	ostc-b
XP_022800844.1	A0A2B4RNE1	unreviewed	A0A2B4RNE1_STYPI	THAP domain-containing protein 2	THAP2 AWC38_SpisGene16458	Stylophora pistillata (Smooth cauliflower coral)	602			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	THAP2
XP_027058378.1	A0A3M6UT62	unreviewed	A0A3M6UT62_POCDA	Monopolin complex subunit Csm1/Pcs1 C-terminal domain-containing protein	pdam_00006326	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	478	monopolin complex [GO:0033551]		GO:0033551		monopolin complex [GO:0033551]	
XP_022780707.1	A0A2B4ST72	unreviewed	A0A2B4ST72_STYPI	Uncharacterized protein	AWC38_SpisGene3637	Stylophora pistillata (Smooth cauliflower coral)	724						
XP_028516995.1	A0A913YND7	unreviewed	A0A913YND7_EXADI	Transposase		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	128						
XP_022782484.1	A0A2B4SNV6	unreviewed	A0A2B4SNV6_STYPI	Inhibitor of growth protein	Ing1 AWC38_SpisGene4605	Stylophora pistillata (Smooth cauliflower coral)	264	nucleus [GO:0005634]	chromatin organization [GO:0006325]; positive regulation of DNA-templated transcription [GO:0045893]	GO:0005634; GO:0006325; GO:0008270; GO:0035064; GO:0045893	methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]; chromatin organization [GO:0006325]; positive regulation of DNA-templated transcription [GO:0045893]	Ing1
XP_028514836.1	A0A913YKJ2	unreviewed	A0A913YKJ2_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	839						
XP_022780780.1	A0A2B4T1X6	unreviewed	A0A2B4T1X6_STYPI	Paired box protein Pax-3	Pax3 AWC38_SpisGene375	Stylophora pistillata (Smooth cauliflower coral)	355	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	Pax3
XP_022806938.1	A0A2B4SX24	unreviewed	A0A2B4SX24_STYPI	PiggyBac transposable element-derived protein 5	PGBD5 AWC38_SpisGene2137	Stylophora pistillata (Smooth cauliflower coral)	646						PGBD5
XP_038072988.1	A0A914B9X1	unreviewed	A0A914B9X1_PATMI	Peptidase A2 domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	812		proteolysis [GO:0006508]	GO:0004190; GO:0006508	aspartic-type endopeptidase activity [GO:0004190]	aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508]	
XP_022785197.1	A0A2B4SHU7	unreviewed	A0A2B4SHU7_STYPI	Obg-like ATPase 1	OLA1 AWC38_SpisGene6316	Stylophora pistillata (Smooth cauliflower coral)	986	cytoplasm [GO:0005737]		GO:0005524; GO:0005525; GO:0005737; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]	OLA1
XP_027054787.1	A0A3M6T6N6	unreviewed	A0A3M6T6N6_POCDA	40S ribosomal protein S14	pdam_00005079	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	163	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
