"orthoID","mcap_gene","pacu_gene","pcom_gene"
"ortho3321","Montipora_capitata_HIv3___RNAseq.g15413.t1","Pocillopora_acuta_HIv2___RNAseq.g14936.t1","Porites_compressa_HIv1___TS.g23611.t1"
"ortho3322","Montipora_capitata_HIv3___TS.g7042.t1","Pocillopora_acuta_HIv2___RNAseq.g22623.t1","Porites_compressa_HIv1___RNAseq.g8101.t1"
"ortho3323","Montipora_capitata_HIv3___RNAseq.g47230.t1","Pocillopora_acuta_HIv2___RNAseq.g5321.t1","Porites_compressa_HIv1___RNAseq.g33570.t1"
"ortho3324","Montipora_capitata_HIv3___RNAseq.g10184.t1","Pocillopora_acuta_HIv2___RNAseq.g18070.t1","Porites_compressa_HIv1___RNAseq.g10242.t1"
"ortho3325","Montipora_capitata_HIv3___RNAseq.g41160.t1","Pocillopora_acuta_HIv2___RNAseq.g18729.t1","Porites_compressa_HIv1___RNAseq.g25636.t1"
"ortho3326","Montipora_capitata_HIv3___TS.g9664.t1","Pocillopora_acuta_HIv2___RNAseq.g30034.t1","Porites_compressa_HIv1___RNAseq.g16163.t1"
"ortho3327","Montipora_capitata_HIv3___RNAseq.g12699.t1a","Pocillopora_acuta_HIv2___TS.g16143.t1","Porites_compressa_HIv1___RNAseq.g28595.t1"
"ortho3328","Montipora_capitata_HIv3___TS.g1798.t2","Pocillopora_acuta_HIv2___RNAseq.g7942.t1","Porites_compressa_HIv1___RNAseq.g31062.t1"
"ortho3329","Montipora_capitata_HIv3___TS.g17089.t2b","Pocillopora_acuta_HIv2___RNAseq.g19043.t1","Porites_compressa_HIv1___RNAseq.g7923.t1"
"ortho3330","Montipora_capitata_HIv3___TS.g27176.t2","Pocillopora_acuta_HIv2___RNAseq.g1720.t1","Porites_compressa_HIv1___RNAseq.g930.t1"
"ortho3331","Montipora_capitata_HIv3___RNAseq.g15075.t1","Pocillopora_acuta_HIv2___TS.g12420.t2","Porites_compressa_HIv1___RNAseq.g1589.t1"
"ortho3332","Montipora_capitata_HIv3___TS.g43280.t1","Pocillopora_acuta_HIv2___RNAseq.g18158.t1","Porites_compressa_HIv1___RNAseq.g10607.t1"
"ortho3333","Montipora_capitata_HIv3___RNAseq.g44865.t1","Pocillopora_acuta_HIv2___RNAseq.g3014.t1","Porites_compressa_HIv1___RNAseq.g31736.t1"
"ortho3334","Montipora_capitata_HIv3___RNAseq.g41035.t1","Pocillopora_acuta_HIv2___RNAseq.g9759.t1","Porites_compressa_HIv1___RNAseq.g26110.t1"
"ortho3335","Montipora_capitata_HIv3___RNAseq.g48116.t1","Pocillopora_acuta_HIv2___RNAseq.g4707.t1","Porites_compressa_HIv1___RNAseq.g36626.t1"
"ortho3336","Montipora_capitata_HIv3___RNAseq.g12015.t1","Pocillopora_acuta_HIv2___RNAseq.g26483.t1","Porites_compressa_HIv1___RNAseq.g10007.t1"
"ortho3337","Montipora_capitata_HIv3___RNAseq.g47239.t1","Pocillopora_acuta_HIv2___TS.g8413.t1","Porites_compressa_HIv1___RNAseq.g33580.t1"
"ortho3338","Montipora_capitata_HIv3___TS.g27174.t2","Pocillopora_acuta_HIv2___RNAseq.g1719.t1","Porites_compressa_HIv1___RNAseq.g932.t1"
"ortho3339","Montipora_capitata_HIv3___TS.g44979.t1","Pocillopora_acuta_HIv2___RNAseq.g29732.t1","Porites_compressa_HIv1___TS.g5018.t1"
"ortho3340","Montipora_capitata_HIv3___RNAseq.g1796.t1","Pocillopora_acuta_HIv2___RNAseq.g1211.t1","Porites_compressa_HIv1___RNAseq.g28199.t1"
"ortho3341","Montipora_capitata_HIv3___RNAseq.g19180.t1","Pocillopora_acuta_HIv2___RNAseq.g28616.t1","Porites_compressa_HIv1___RNAseq.g21459.t1"
"ortho3342","Montipora_capitata_HIv3___RNAseq.g19971.t3","Pocillopora_acuta_HIv2___RNAseq.g26672.t1","Porites_compressa_HIv1___RNAseq.g21605.t1"
"ortho3343","Montipora_capitata_HIv3___RNAseq.g7370.t1","Pocillopora_acuta_HIv2___RNAseq.g7752.t1b","Porites_compressa_HIv1___RNAseq.g40901.t1"
"ortho3344","Montipora_capitata_HIv3___RNAseq.g5389.t1","Pocillopora_acuta_HIv2___RNAseq.g7487.t1","Porites_compressa_HIv1___RNAseq.g1003.t1"
"ortho3345","Montipora_capitata_HIv3___RNAseq.g9590.t1","Pocillopora_acuta_HIv2___RNAseq.g17114.t1","Porites_compressa_HIv1___RNAseq.g10921.t1"
"ortho3346","Montipora_capitata_HIv3___RNAseq.g47527.t1","Pocillopora_acuta_HIv2___TS.g6503.t2","Porites_compressa_HIv1___RNAseq.20915_t"
"ortho3347","Montipora_capitata_HIv3___TS.g39055.t1","Pocillopora_acuta_HIv2___RNAseq.g1233.t1","Porites_compressa_HIv1___RNAseq.g15174.t1"
"ortho3348","Montipora_capitata_HIv3___RNAseq.g20041.t1","Pocillopora_acuta_HIv2___RNAseq.g3990.t1","Porites_compressa_HIv1___RNAseq.g39796.t1"
"ortho3349","Montipora_capitata_HIv3___RNAseq.g36692.t2","Pocillopora_acuta_HIv2___RNAseq.g23213.t1","Porites_compressa_HIv1___TS.g41023.t1a"
"ortho3350","Montipora_capitata_HIv3___RNAseq.g49223.t1","Pocillopora_acuta_HIv2___RNAseq.g26104.t1","Porites_compressa_HIv1___RNAseq.g13690.t1"
"ortho3351","Montipora_capitata_HIv3___RNAseq.g40609.t1","Pocillopora_acuta_HIv2___RNAseq.g9133.t1","Porites_compressa_HIv1___RNAseq.g22660.t1"
"ortho3352","Montipora_capitata_HIv3___RNAseq.g9876.t2","Pocillopora_acuta_HIv2___RNAseq.g18065.t3","Porites_compressa_HIv1___RNAseq.g10247.t2"
"ortho3353","Montipora_capitata_HIv3___RNAseq.g16215.t1","Pocillopora_acuta_HIv2___RNAseq.g27338.t1","Porites_compressa_HIv1___RNAseq.g41625.t1"
"ortho3354","Montipora_capitata_HIv3___RNAseq.g34076.t1","Pocillopora_acuta_HIv2___RNAseq.g11863.t1","Porites_compressa_HIv1___RNAseq.g6470.t1"
"ortho3355","Montipora_capitata_HIv3___RNAseq.g23498.t1","Pocillopora_acuta_HIv2___RNAseq.g22042.t1","Porites_compressa_HIv1___RNAseq.3237_t"
"ortho3356","Montipora_capitata_HIv3___RNAseq.g9606.t1","Pocillopora_acuta_HIv2___TS.g7543.t1","Porites_compressa_HIv1___RNAseq.g11000.t1"
"ortho3357","Montipora_capitata_HIv3___RNAseq.g47825.t1","Pocillopora_acuta_HIv2___TS.g6623.t1","Porites_compressa_HIv1___RNAseq.g36809.t1"
"ortho3358","Montipora_capitata_HIv3___RNAseq.g38840.t2a","Pocillopora_acuta_HIv2___RNAseq.g27036.t1","Porites_compressa_HIv1___RNAseq.g33416.t1"
"ortho3359","Montipora_capitata_HIv3___RNAseq.g8817.t1","Pocillopora_acuta_HIv2___RNAseq.g16184.t1","Porites_compressa_HIv1___RNAseq.g36960.t1"
"ortho3360","Montipora_capitata_HIv3___RNAseq.g37049.t1","Pocillopora_acuta_HIv2___RNAseq.g17425.t1","Porites_compressa_HIv1___RNAseq.g25732.t1"
"ortho3361","Montipora_capitata_HIv3___RNAseq.g8714.t1","Pocillopora_acuta_HIv2___RNAseq.g16279.t1","Porites_compressa_HIv1___RNAseq.g36356.t1"
"ortho3362","Montipora_capitata_HIv3___RNAseq.g24833.t1","Pocillopora_acuta_HIv2___RNAseq.g9838.t1","Porites_compressa_HIv1___RNAseq.g21954.t1"
"ortho3363","Montipora_capitata_HIv3___RNAseq.g29173.t1","Pocillopora_acuta_HIv2___RNAseq.g21328.t2","Porites_compressa_HIv1___TS.g10377.t1"
"ortho3364","Montipora_capitata_HIv3___RNAseq.g3119.t1","Pocillopora_acuta_HIv2___RNAseq.g1272.t1","Porites_compressa_HIv1___RNAseq.g11078.t1"
"ortho3365","Montipora_capitata_HIv3___RNAseq.g30197.t1","Pocillopora_acuta_HIv2___RNAseq.g30822.t1","Porites_compressa_HIv1___RNAseq.g651.t1"
"ortho3366","Montipora_capitata_HIv3___RNAseq.g49779.t2","Pocillopora_acuta_HIv2___RNAseq.g26123.t1","Porites_compressa_HIv1___TS.g6938.t1"
"ortho3367","Montipora_capitata_HIv3___RNAseq.g20043.t1","Pocillopora_acuta_HIv2___RNAseq.g3993.t2","Porites_compressa_HIv1___RNAseq.g39797.t1d"
"ortho3368","Montipora_capitata_HIv3___TS.g1201.t1","Pocillopora_acuta_HIv2___TS.g17844.t1","Porites_compressa_HIv1___RNAseq.g18041.t1"
"ortho3369","Montipora_capitata_HIv3___RNAseq.g45313.t1","Pocillopora_acuta_HIv2___RNAseq.g560.t2","Porites_compressa_HIv1___RNAseq.g20688.t1"
"ortho3370","Montipora_capitata_HIv3___RNAseq.g43935.t1","Pocillopora_acuta_HIv2___RNAseq.g7047.t1","Porites_compressa_HIv1___RNAseq.g26531.t1"
"ortho3371","Montipora_capitata_HIv3___RNAseq.g47570.t1","Pocillopora_acuta_HIv2___RNAseq.g7982.t1","Porites_compressa_HIv1___RNAseq.g31134.t1"
"ortho3372","Montipora_capitata_HIv3___RNAseq.g45283.t1","Pocillopora_acuta_HIv2___RNAseq.g457.t1","Porites_compressa_HIv1___RNAseq.g20665.t1"
"ortho3373","Montipora_capitata_HIv3___RNAseq.g15083.t1","Pocillopora_acuta_HIv2___RNAseq.g13758.t1","Porites_compressa_HIv1___RNAseq.g1606.t1"
"ortho3374","Montipora_capitata_HIv3___RNAseq.g11581.t1","Pocillopora_acuta_HIv2___RNAseq.g16923.t1","Porites_compressa_HIv1___RNAseq.g10185.t1"
"ortho3375","Montipora_capitata_HIv3___RNAseq.g23366.t1","Pocillopora_acuta_HIv2___RNAseq.g24179.t1","Porites_compressa_HIv1___RNAseq.g14294.t1"
"ortho3376","Montipora_capitata_HIv3___RNAseq.g39906.t1","Pocillopora_acuta_HIv2___RNAseq.g6210.t1","Porites_compressa_HIv1___RNAseq.g24881.t1"
"ortho3377","Montipora_capitata_HIv3___TS.g14523.t1","Pocillopora_acuta_HIv2___RNAseq.g30596.t1","Porites_compressa_HIv1___RNAseq.g600.t1a"
"ortho3378","Montipora_capitata_HIv3___RNAseq.g35000.t1","Pocillopora_acuta_HIv2___TS.g24430.t1","Porites_compressa_HIv1___TS.g38231.t1c"
"ortho3379","Montipora_capitata_HIv3___TS.g1483.t2","Pocillopora_acuta_HIv2___RNAseq.g5332.t1","Porites_compressa_HIv1___RNAseq.g33549.t1"
"ortho3380","Montipora_capitata_HIv3___RNAseq.g27658.t1","Pocillopora_acuta_HIv2___RNAseq.g4159.t1","Porites_compressa_HIv1___RNAseq.g40663.t1"
"ortho3381","Montipora_capitata_HIv3___RNAseq.g15859.t1","Pocillopora_acuta_HIv2___RNAseq.g15739.t1","Porites_compressa_HIv1___RNAseq.g22999.t1"
"ortho3382","Montipora_capitata_HIv3___RNAseq.g19973.t1","Pocillopora_acuta_HIv2___RNAseq.g26670.t1","Porites_compressa_HIv1___RNAseq.g21604.t1"
"ortho3383","Montipora_capitata_HIv3___RNAseq.g3149.t1","Pocillopora_acuta_HIv2___RNAseq.g1320.t1","Porites_compressa_HIv1___RNAseq.g11113.t1"
"ortho3384","Montipora_capitata_HIv3___RNAseq.g18634.t1","Pocillopora_acuta_HIv2___RNAseq.g6656.t1","Porites_compressa_HIv1___RNAseq.g6331.t1"
"ortho3385","Montipora_capitata_HIv3___TS.g45913.t1","Pocillopora_acuta_HIv2___RNAseq.g3051.t1","Porites_compressa_HIv1___RNAseq.g31799.t1"
"ortho3386","Montipora_capitata_HIv3___RNAseq.g11583.t1","Pocillopora_acuta_HIv2___RNAseq.g16921.t1","Porites_compressa_HIv1___RNAseq.g10187.t1"
"ortho3387","Montipora_capitata_HIv3___RNAseq.g37436.t1","Pocillopora_acuta_HIv2___RNAseq.g20604.t1","Porites_compressa_HIv1___RNAseq.g4574.t1"
"ortho3388","Montipora_capitata_HIv3___RNAseq.g45462.t1","Pocillopora_acuta_HIv2___RNAseq.g950.t1","Porites_compressa_HIv1___RNAseq.g33067.t1"
"ortho3389","Montipora_capitata_HIv3___RNAseq.g1228.t1","Pocillopora_acuta_HIv2___RNAseq.g30981.t1","Porites_compressa_HIv1___RNAseq.g15312.t1"
"ortho3390","Montipora_capitata_HIv3___RNAseq.g45460.t1","Pocillopora_acuta_HIv2___TS.g4500.t2","Porites_compressa_HIv1___RNAseq.g33073.t1"
"ortho3391","Montipora_capitata_HIv3___RNAseq.g44041.t1a","Pocillopora_acuta_HIv2___RNAseq.g14802.t1","Porites_compressa_HIv1___RNAseq.g25510.t1"
"ortho3392","Montipora_capitata_HIv3___RNAseq.g37382.t1","Pocillopora_acuta_HIv2___RNAseq.g20529.t1","Porites_compressa_HIv1___RNAseq.g4486.t1"
"ortho3393","Montipora_capitata_HIv3___RNAseq.g40460.t1","Pocillopora_acuta_HIv2___TS.g15979.t1","Porites_compressa_HIv1___RNAseq.g17628.t1"
"ortho3394","Montipora_capitata_HIv3___RNAseq.g49673.t1","Pocillopora_acuta_HIv2___RNAseq.g25838.t1","Porites_compressa_HIv1___RNAseq.g33847.t1"
"ortho3395","Montipora_capitata_HIv3___RNAseq.g34284.t1","Pocillopora_acuta_HIv2___RNAseq.g18522.t1","Porites_compressa_HIv1___RNAseq.g31986.t1"
"ortho3396","Montipora_capitata_HIv3___RNAseq.g1187.t1","Pocillopora_acuta_HIv2___TS.g9744.t1","Porites_compressa_HIv1___RNAseq.g34645.t1c"
"ortho3397","Montipora_capitata_HIv3___RNAseq.g16464.t1","Pocillopora_acuta_HIv2___RNAseq.g6548.t2","Porites_compressa_HIv1___RNAseq.g41515.t1"
"ortho3398","Montipora_capitata_HIv3___RNAseq.g28825.t1","Pocillopora_acuta_HIv2___RNAseq.g12123.t1","Porites_compressa_HIv1___TS.g11580.t1"
"ortho3399","Montipora_capitata_HIv3___TS.g36517.t1","Pocillopora_acuta_HIv2___TS.g28519.t2","Porites_compressa_HIv1___TS.g24615.t1a"
"ortho3400","Montipora_capitata_HIv3___RNAseq.g5074.t1","Pocillopora_acuta_HIv2___RNAseq.g1669.t1a","Porites_compressa_HIv1___RNAseq.g12865.t1"
"ortho3401","Montipora_capitata_HIv3___RNAseq.g14808.t1","Pocillopora_acuta_HIv2___RNAseq.g29436.t1","Porites_compressa_HIv1___RNAseq.g29643.t1"
"ortho3402","Montipora_capitata_HIv3___RNAseq.g49654.t1","Pocillopora_acuta_HIv2___RNAseq.g25822.t1","Porites_compressa_HIv1___RNAseq.g11878.t1"
"ortho3403","Montipora_capitata_HIv3___TS.g10151.t1","Pocillopora_acuta_HIv2___TS.g11885.t1","Porites_compressa_HIv1___RNAseq.g22199.t1"
"ortho3404","Montipora_capitata_HIv3___RNAseq.g38954.t1a","Pocillopora_acuta_HIv2___RNAseq.g5988.t1","Porites_compressa_HIv1___TS.g22146.t1a"
"ortho3405","Montipora_capitata_HIv3___RNAseq.g33448.t3","Pocillopora_acuta_HIv2___TS.g256.t2","Porites_compressa_HIv1___TS.g31894.t1a"
"ortho3406","Montipora_capitata_HIv3___RNAseq.g23585.t1","Pocillopora_acuta_HIv2___RNAseq.g24190.t1","Porites_compressa_HIv1___RNAseq.g5644.t1"
"ortho3407","Montipora_capitata_HIv3___RNAseq.g44338.t1","Pocillopora_acuta_HIv2___RNAseq.g14928.t1","Porites_compressa_HIv1___RNAseq.g26261.t1"
"ortho3408","Montipora_capitata_HIv3___RNAseq.g11510.t1","Pocillopora_acuta_HIv2___TS.g17072.t2","Porites_compressa_HIv1___TS.g4952.t1a"
"ortho3409","Montipora_capitata_HIv3___RNAseq.g24210.t1","Pocillopora_acuta_HIv2___RNAseq.g3668.t1","Porites_compressa_HIv1___RNAseq.g28063.t1"
"ortho3410","Montipora_capitata_HIv3___TS.g36452.t2","Pocillopora_acuta_HIv2___TS.g28573.t3","Porites_compressa_HIv1___RNAseq.g14633.t2"
"ortho3411","Montipora_capitata_HIv3___RNAseq.g4752.t1","Pocillopora_acuta_HIv2___TS.g26977.t1","Porites_compressa_HIv1___RNAseq.g12022.t1"
"ortho3412","Montipora_capitata_HIv3___RNAseq.g9087.t1","Pocillopora_acuta_HIv2___RNAseq.g16014.t1","Porites_compressa_HIv1___RNAseq.g10511.t1"
"ortho3413","Montipora_capitata_HIv3___RNAseq.g15931.t1","Pocillopora_acuta_HIv2___TS.g29595.t1","Porites_compressa_HIv1___RNAseq.g23055.t3"
"ortho3414","Montipora_capitata_HIv3___RNAseq.14746_t","Pocillopora_acuta_HIv2___RNAseq.g12739.t1","Porites_compressa_HIv1___RNAseq.g37576.t1"
"ortho3415","Montipora_capitata_HIv3___RNAseq.g11973.t1","Pocillopora_acuta_HIv2___RNAseq.g17101.t1","Porites_compressa_HIv1___RNAseq.g10067.t1"
"ortho3416","Montipora_capitata_HIv3___RNAseq.g14582.t1","Pocillopora_acuta_HIv2___TS.g12572.t1","Porites_compressa_HIv1___RNAseq.g1781.t1"
"ortho3417","Montipora_capitata_HIv3___TS.g13874.t1","Pocillopora_acuta_HIv2___RNAseq.g6645.t1","Porites_compressa_HIv1___RNAseq.g12511.t1"
"ortho3418","Montipora_capitata_HIv3___RNAseq.g2466.t1","Pocillopora_acuta_HIv2___RNAseq.g31131.t1","Porites_compressa_HIv1___RNAseq.g27637.t1"
"ortho3419","Montipora_capitata_HIv3___RNAseq.g24155.t1","Pocillopora_acuta_HIv2___RNAseq.g22357.t1","Porites_compressa_HIv1___RNAseq.g27970.t1"
"ortho3420","Montipora_capitata_HIv3___RNAseq.g47293.t1","Pocillopora_acuta_HIv2___RNAseq.g5357.t1","Porites_compressa_HIv1___RNAseq.g23989.t1"
"ortho3421","Montipora_capitata_HIv3___RNAseq.g26789.t1","Pocillopora_acuta_HIv2___RNAseq.g30191.t1","Porites_compressa_HIv1___RNAseq.g22099.t1"
"ortho3422","Montipora_capitata_HIv3___RNAseq.g37230.t1","Pocillopora_acuta_HIv2___RNAseq.g24698.t1","Porites_compressa_HIv1___RNAseq.g4336.t1"
"ortho3423","Montipora_capitata_HIv3___TS.g36825.t1","Pocillopora_acuta_HIv2___TS.g6999.t2","Porites_compressa_HIv1___RNAseq.g14602.t1"
"ortho3424","Montipora_capitata_HIv3___RNAseq.g41522.t1","Pocillopora_acuta_HIv2___RNAseq.g13129.t1","Porites_compressa_HIv1___RNAseq.g38209.t1"
"ortho3425","Montipora_capitata_HIv3___TS.g34914.t2","Pocillopora_acuta_HIv2___RNAseq.1912_t","Porites_compressa_HIv1___RNAseq.10186_t"
"ortho3426","Montipora_capitata_HIv3___TS.g24129.t1","Pocillopora_acuta_HIv2___RNAseq.g22352.t1","Porites_compressa_HIv1___RNAseq.g27976.t1"
"ortho3427","Montipora_capitata_HIv3___RNAseq.g34502.t1","Pocillopora_acuta_HIv2___RNAseq.g11754.t1","Porites_compressa_HIv1___TS.g18668.t2"
"ortho3428","Montipora_capitata_HIv3___RNAseq.g41627.t1","Pocillopora_acuta_HIv2___RNAseq.g13123.t1","Porites_compressa_HIv1___RNAseq.g38193.t1"
"ortho3429","Montipora_capitata_HIv3___RNAseq.g28067.t1","Pocillopora_acuta_HIv2___RNAseq.g19647.t1","Porites_compressa_HIv1___RNAseq.g6941.t1"
"ortho3430","Montipora_capitata_HIv3___RNAseq.g45063.t1","Pocillopora_acuta_HIv2___RNAseq.g15567.t1","Porites_compressa_HIv1___RNAseq.g38757.t1"
"ortho3431","Montipora_capitata_HIv3___TS.g27040.t4","Pocillopora_acuta_HIv2___RNAseq.g2245.t1","Porites_compressa_HIv1___RNAseq.g1072.t1"
"ortho3432","Montipora_capitata_HIv3___RNAseq.g40590.t1","Pocillopora_acuta_HIv2___RNAseq.26948_t","Porites_compressa_HIv1___RNAseq.g11265.t1"
"ortho3433","Montipora_capitata_HIv3___RNAseq.g28065.t1","Pocillopora_acuta_HIv2___RNAseq.g19672.t1","Porites_compressa_HIv1___TS.g13466.t1a"
"ortho3434","Montipora_capitata_HIv3___TS.g17099.t1","Pocillopora_acuta_HIv2___RNAseq.g19081.t1","Porites_compressa_HIv1___RNAseq.g7937.t1"
"ortho3435","Montipora_capitata_HIv3___RNAseq.g48751.t1","Pocillopora_acuta_HIv2___RNAseq.g7854.t1","Porites_compressa_HIv1___RNAseq.g31433.t1"
"ortho3436","Montipora_capitata_HIv3___RNAseq.g2720.t1","Pocillopora_acuta_HIv2___RNAseq.g3587.t1","Porites_compressa_HIv1___RNAseq.g33967.t1"
"ortho3437","Montipora_capitata_HIv3___RNAseq.g20267.t1","Pocillopora_acuta_HIv2___RNAseq.g3929.t1","Porites_compressa_HIv1___TS.g16226.t1"
"ortho3438","Montipora_capitata_HIv3___TS.g35885.t2","Pocillopora_acuta_HIv2___TS.g28305.t1","Porites_compressa_HIv1___RNAseq.g35739.t1"
"ortho3439","Montipora_capitata_HIv3___RNAseq.g18575.t1","Pocillopora_acuta_HIv2___RNAseq.g21637.t1","Porites_compressa_HIv1___RNAseq.36241_t"
"ortho3440","Montipora_capitata_HIv3___RNAseq.g41104.t1","Pocillopora_acuta_HIv2___RNAseq.g9728.t1","Porites_compressa_HIv1___RNAseq.g25583.t1"
"ortho3441","Montipora_capitata_HIv3___RNAseq.g27630.t1","Pocillopora_acuta_HIv2___RNAseq.g9464.t1","Porites_compressa_HIv1___RNAseq.g40774.t1"
"ortho3442","Montipora_capitata_HIv3___RNAseq.g27820.t1","Pocillopora_acuta_HIv2___RNAseq.g19547.t1","Porites_compressa_HIv1___RNAseq.g9305.t1"
"ortho3443","Montipora_capitata_HIv3___RNAseq.g47132.t1","Pocillopora_acuta_HIv2___RNAseq.g5255.t1","Porites_compressa_HIv1___RNAseq.g33483.t1"
"ortho3444","Montipora_capitata_HIv3___RNAseq.g23184.t1","Pocillopora_acuta_HIv2___RNAseq.g21951.t1","Porites_compressa_HIv1___RNAseq.g14614.t1"
"ortho3445","Montipora_capitata_HIv3___TS.g50574.t3","Pocillopora_acuta_HIv2___RNAseq.g14799.t1","Porites_compressa_HIv1___RNAseq.g25506.t2"
"ortho3446","Montipora_capitata_HIv3___RNAseq.g15045.t1","Pocillopora_acuta_HIv2___RNAseq.g13980.t1a","Porites_compressa_HIv1___RNAseq.g1477.t1"
"ortho3447","Montipora_capitata_HIv3___RNAseq.g9288.t1","Pocillopora_acuta_HIv2___RNAseq.g26317.t1","Porites_compressa_HIv1___TS.g5397.t1"
"ortho3448","Montipora_capitata_HIv3___RNAseq.g26511.t1","Pocillopora_acuta_HIv2___RNAseq.g30209.t1","Porites_compressa_HIv1___RNAseq.g30307.t1"
"ortho3449","Montipora_capitata_HIv3___RNAseq.g9142.t1","Pocillopora_acuta_HIv2___RNAseq.g15851.t1","Porites_compressa_HIv1___RNAseq.g10657.t1"
"ortho3450","Montipora_capitata_HIv3___RNAseq.g20188.t1","Pocillopora_acuta_HIv2___RNAseq.g26571.t1","Porites_compressa_HIv1___RNAseq.g14807.t1"
"ortho3451","Montipora_capitata_HIv3___RNAseq.g10744.t1","Pocillopora_acuta_HIv2___RNAseq.g15792.t1","Porites_compressa_HIv1___TS.g5217.t1"
"ortho3452","Montipora_capitata_HIv3___RNAseq.g50021.t1","Pocillopora_acuta_HIv2___RNAseq.g21116.t1","Porites_compressa_HIv1___TS.g6519.t1"
"ortho3453","Montipora_capitata_HIv3___TS.g26933.t2","Pocillopora_acuta_HIv2___RNAseq.g1763.t1","Porites_compressa_HIv1___RNAseq.g39099.t1"
"ortho3454","Montipora_capitata_HIv3___TS.g29852.t2","Pocillopora_acuta_HIv2___RNAseq.g20323.t1","Porites_compressa_HIv1___RNAseq.g4390.t2"
"ortho3455","Montipora_capitata_HIv3___RNAseq.g34195.t1","Pocillopora_acuta_HIv2___RNAseq.g11634.t1","Porites_compressa_HIv1___RNAseq.g31865.t1"
"ortho3456","Montipora_capitata_HIv3___RNAseq.g34508.t1","Pocillopora_acuta_HIv2___RNAseq.g11746.t1","Porites_compressa_HIv1___RNAseq.g40596.t1"
"ortho3457","Montipora_capitata_HIv3___RNAseq.g29362.t1","Pocillopora_acuta_HIv2___RNAseq.g8938.t1","Porites_compressa_HIv1___TS.g11241.t1"
"ortho3458","Montipora_capitata_HIv3___RNAseq.g49774.t1","Pocillopora_acuta_HIv2___RNAseq.g26120.t1","Porites_compressa_HIv1___RNAseq.g13722.t1"
"ortho3459","Montipora_capitata_HIv3___RNAseq.g39055.t1","Pocillopora_acuta_HIv2___RNAseq.g20436.t2","Porites_compressa_HIv1___RNAseq.g24744.t1"
"ortho3460","Montipora_capitata_HIv3___RNAseq.g39776.t1","Pocillopora_acuta_HIv2___RNAseq.g6127.t1","Porites_compressa_HIv1___RNAseq.g25039.t1"
"ortho3461","Montipora_capitata_HIv3___RNAseq.g37196.t1","Pocillopora_acuta_HIv2___TS.g3751.t1","Porites_compressa_HIv1___TS.g7550.t1"
"ortho3462","Montipora_capitata_HIv3___RNAseq.g22485.t1","Pocillopora_acuta_HIv2___TS.g22116.t1","Porites_compressa_HIv1___RNAseq.g363.t1"
"ortho3463","Montipora_capitata_HIv3___RNAseq.g19169.t1","Pocillopora_acuta_HIv2___RNAseq.g28634.t1","Porites_compressa_HIv1___RNAseq.g21469.t1"
"ortho3464","Montipora_capitata_HIv3___RNAseq.g41327.t1","Pocillopora_acuta_HIv2___TS.g15255.t2","Porites_compressa_HIv1___RNAseq.g23269.t2"
"ortho3465","Montipora_capitata_HIv3___RNAseq.g40770.t1","Pocillopora_acuta_HIv2___RNAseq.g12682.t1","Porites_compressa_HIv1___RNAseq.g37324.t1"
"ortho3466","Montipora_capitata_HIv3___RNAseq.g14113.t1","Pocillopora_acuta_HIv2___RNAseq.g9960.t1","Porites_compressa_HIv1___RNAseq.g18096.t2"
"ortho3467","Montipora_capitata_HIv3___RNAseq.g36895.t1","Pocillopora_acuta_HIv2___RNAseq.27513_t","Porites_compressa_HIv1___RNAseq.g19995.t1"
"ortho3468","Montipora_capitata_HIv3___RNAseq.g18334.t1","Pocillopora_acuta_HIv2___RNAseq.g21545.t1","Porites_compressa_HIv1___RNAseq.g30521.t1a"
"ortho3469","Montipora_capitata_HIv3___RNAseq.g37257.t1","Pocillopora_acuta_HIv2___RNAseq.g20328.t1","Porites_compressa_HIv1___TS.g7608.t2"
"ortho3470","Montipora_capitata_HIv3___RNAseq.g23529.t1","Pocillopora_acuta_HIv2___RNAseq.g22056.t1","Porites_compressa_HIv1___RNAseq.g14150.t1"
"ortho3471","Montipora_capitata_HIv3___RNAseq.g36897.t1","Pocillopora_acuta_HIv2___RNAseq.g16384.t1","Porites_compressa_HIv1___TS.g36061.t1"
"ortho3472","Montipora_capitata_HIv3___RNAseq.g47829.t1","Pocillopora_acuta_HIv2___RNAseq.g8071.t1","Porites_compressa_HIv1___RNAseq.19012_t"
"ortho3473","Montipora_capitata_HIv3___RNAseq.g39057.t1","Pocillopora_acuta_HIv2___RNAseq.g20438.t1","Porites_compressa_HIv1___RNAseq.g24742.t1"
"ortho3474","Montipora_capitata_HIv3___RNAseq.34373_t","Pocillopora_acuta_HIv2___RNAseq.g17930.t1","Porites_compressa_HIv1___RNAseq.g36568.t1"
"ortho3475","Montipora_capitata_HIv3___RNAseq.g20112.t1","Pocillopora_acuta_HIv2___RNAseq.g4050.t1","Porites_compressa_HIv1___RNAseq.g39874.t1"
"ortho3476","Montipora_capitata_HIv3___RNAseq.g417.t1","Pocillopora_acuta_HIv2___RNAseq.g3356.t1","Porites_compressa_HIv1___TS.g1510.t1"
"ortho3477","Montipora_capitata_HIv3___RNAseq.g19448.t2","Pocillopora_acuta_HIv2___RNAseq.g13534.t1","Porites_compressa_HIv1___TS.g37460.t1"
