gene_id	length
MSTRG.5277	1245
MSTRG.5278	303
MSTRG.5279	2289
MSTRG.528	2280
MSTRG.5280	9780
MSTRG.5281	1485
MSTRG.5282	579
MSTRG.5283	429
MSTRG.5284	3009
MSTRG.5285	963
MSTRG.5286	1077
MSTRG.5287	1431
MSTRG.5288	795
MSTRG.5289	1815
MSTRG.529	2208
MSTRG.5290	5259
MSTRG.5291	1863
MSTRG.5292	1197
MSTRG.5293	639
MSTRG.5294	3396
MSTRG.5295	1731
MSTRG.5296	888
MSTRG.5297	3255
MSTRG.5298	6117
MSTRG.5299	4587
MSTRG.53	1500
MSTRG.530	234
MSTRG.5300	4326
MSTRG.5301	4338
MSTRG.5302	4326
MSTRG.5303	516
MSTRG.5304	507
MSTRG.5305	501
MSTRG.5306	3330
MSTRG.5307	2733
MSTRG.5308	4611
MSTRG.5309	5802
MSTRG.531	2199
MSTRG.5310	1545
MSTRG.5311	2400
MSTRG.5312	1056
MSTRG.5313	2763
MSTRG.5314	975
MSTRG.5315	756
MSTRG.5316	534
MSTRG.5317	2502
MSTRG.5318	4920
MSTRG.5319	975
MSTRG.532	2205
MSTRG.5320	756
MSTRG.5321	534
MSTRG.5322	495
MSTRG.5323	1059
MSTRG.5324	7212
MSTRG.5325	2133
MSTRG.5326	294
MSTRG.5327	1056
MSTRG.5328	333
MSTRG.5329	1569
MSTRG.533	2217
MSTRG.5330	771
MSTRG.5331	639
MSTRG.5332	1749
MSTRG.5333	1722
MSTRG.5334	303
MSTRG.5335	300
MSTRG.5336	1350
MSTRG.5337	336
MSTRG.5338	2565
MSTRG.5339	447
MSTRG.534	1401
MSTRG.5340	642
MSTRG.5341	1461
MSTRG.5342	990
MSTRG.5343	1101
MSTRG.5344	984
MSTRG.5345	552
MSTRG.5346	840
MSTRG.5347	876
MSTRG.5348	870
MSTRG.5349	657
MSTRG.535	1749
MSTRG.5350	957
MSTRG.5351	993
MSTRG.5352	3039
MSTRG.5353	3594
MSTRG.5354	1779
MSTRG.5355	2853
MSTRG.5356	1434
MSTRG.5357	1308
MSTRG.5358	2496
MSTRG.5359	1527
MSTRG.536	429
MSTRG.5360	4197
MSTRG.5361	2982
MSTRG.5362	576
MSTRG.5363	918
MSTRG.5364	1266
MSTRG.5365	555
MSTRG.5366	549
MSTRG.5367	2637
MSTRG.5368	213
MSTRG.5369	2631
MSTRG.537	492
MSTRG.5370	717
MSTRG.5371	8973
MSTRG.5372	531
MSTRG.5373	4621
MSTRG.5374	1143
MSTRG.5375	1386
MSTRG.5376	1887
MSTRG.5377	534
MSTRG.5378	549
MSTRG.5379	321
MSTRG.538	4086
MSTRG.5380	438
MSTRG.5381	936
MSTRG.5382	540
MSTRG.5383	510
MSTRG.5384	1368
MSTRG.5385	2316
MSTRG.5386	576
MSTRG.5387	1014
MSTRG.5388	2061
MSTRG.5389	1425
MSTRG.539	618
MSTRG.5390	495
MSTRG.5391	432
MSTRG.5392	630
MSTRG.5393	2391
MSTRG.5394	2382
MSTRG.5395	1251
MSTRG.5396	1257
MSTRG.5397	3993
MSTRG.5398	1434
MSTRG.5399	969
MSTRG.54	2211
MSTRG.540	981
MSTRG.5400	2685
MSTRG.5401	993
MSTRG.5402	912
MSTRG.5403	282
MSTRG.5404	480
MSTRG.5405	303
MSTRG.5406	1011
MSTRG.5407	927
MSTRG.5408	609
MSTRG.5409	345
MSTRG.541	1710
MSTRG.5410	1056
MSTRG.5411	294
MSTRG.5412	1776
MSTRG.5413	435
MSTRG.5414	717
MSTRG.5415	759
MSTRG.5416	1263
MSTRG.5417	369
MSTRG.5418	3573
MSTRG.5419	717
MSTRG.542	1701
MSTRG.5420	615
MSTRG.5421	13833
MSTRG.5422	1986
MSTRG.5423	201
MSTRG.5424	237
MSTRG.5425	864
MSTRG.5426	2067
MSTRG.5427	1923
MSTRG.5428	1965
MSTRG.5429	885
MSTRG.543	2571
MSTRG.5430	2226
MSTRG.5431	888
MSTRG.5432	2022
MSTRG.5433	1050
MSTRG.5434	1770
MSTRG.5435	1602
MSTRG.5436	1038
MSTRG.5437	351
MSTRG.5438	330
MSTRG.5439	666
MSTRG.544	1002
MSTRG.5440	513
MSTRG.5441	459
MSTRG.5442	1524
MSTRG.5443	4911
MSTRG.5444	2130
MSTRG.5445	1512
MSTRG.5446	696
MSTRG.5447	4089
MSTRG.5448	2121
MSTRG.5449	7050
MSTRG.545	954
MSTRG.5450	627
MSTRG.5451	657
MSTRG.5452	150
MSTRG.5453	1380
MSTRG.5454	660
MSTRG.5455	2505
MSTRG.5456	1239
MSTRG.5457	9480
MSTRG.5458	840
MSTRG.5459	735
MSTRG.546	357
MSTRG.5460	1056
MSTRG.5461	543
MSTRG.5462	4584
MSTRG.5463	2091
MSTRG.5464	4599
MSTRG.5465	246
MSTRG.5466	609
MSTRG.5467	1173
MSTRG.5468	852
MSTRG.5469	903
MSTRG.547	501
MSTRG.5470	585
MSTRG.5471	1002
MSTRG.5472	1002
MSTRG.5473	438
MSTRG.5474	987
MSTRG.5475	702
MSTRG.5476	807
MSTRG.5477	1014
MSTRG.5478	1002
MSTRG.5479	579
MSTRG.548	3144
MSTRG.5480	2514
MSTRG.5481	1188
MSTRG.5482	471
MSTRG.5483	822
MSTRG.5484	1347
MSTRG.5485	5514
MSTRG.5486	2505
MSTRG.5487	2766
MSTRG.5488	2625
MSTRG.5489	6465
MSTRG.549	894
MSTRG.5490	867
MSTRG.5491	1317
MSTRG.5492	327
MSTRG.5493	1188
MSTRG.5494	1326
MSTRG.5495	2304
MSTRG.5496	963
MSTRG.5497	606
MSTRG.5498	564
MSTRG.5499	1446
MSTRG.55	2010
MSTRG.550	897
MSTRG.5500	828
MSTRG.5501	2172
MSTRG.5502	231
MSTRG.5503	897
MSTRG.5504	267
MSTRG.5505	336
MSTRG.5506	1998
MSTRG.5507	789
MSTRG.5508	870
MSTRG.5509	555
MSTRG.551	1392
MSTRG.5510	1554
MSTRG.5511	306
MSTRG.5512	597
MSTRG.5513	771
MSTRG.5514	885
MSTRG.5515	483
MSTRG.5516	1455
MSTRG.5517	351
MSTRG.5518	617
MSTRG.5519	321
MSTRG.552	1047
MSTRG.5520	573
MSTRG.5521	10275
MSTRG.5522	357
MSTRG.5523	4638
MSTRG.5524	306
MSTRG.5525	747
MSTRG.5526	3342
MSTRG.5527	2391
MSTRG.5528	1494
MSTRG.5529	1404
MSTRG.553	2940
MSTRG.5530	1569
MSTRG.5531	969
MSTRG.5532	3015
MSTRG.5533	249
MSTRG.5534	1890
MSTRG.5535	591
MSTRG.5536	2955
MSTRG.5537	1104
MSTRG.5538	300
MSTRG.5539	666
MSTRG.554	3570
MSTRG.5540	888
MSTRG.5541	228
MSTRG.5542	663
MSTRG.5543	324
MSTRG.5544	5322
MSTRG.5545	987
MSTRG.5546	603
MSTRG.5547	2337
MSTRG.5548	312
MSTRG.5549	1707
MSTRG.555	1335
MSTRG.5550	411
MSTRG.5551	2088
MSTRG.5552	1659
MSTRG.5553	1116
MSTRG.5554	1836
MSTRG.5555	2187
MSTRG.5556	1203
MSTRG.5557	1095
MSTRG.5558	2619
MSTRG.5559	711
MSTRG.556	1338
MSTRG.5560	1308
MSTRG.5561	8142
MSTRG.5562	834
MSTRG.5563	591
MSTRG.5564	528
MSTRG.5565	3471
MSTRG.5566	2298
MSTRG.5567	1419
MSTRG.5568	1731
MSTRG.5569	2325
MSTRG.557	657
MSTRG.5570	4107
MSTRG.5571	372
MSTRG.5572	2952
MSTRG.5573	1584
MSTRG.5574	378
MSTRG.5575	684
MSTRG.5576	384
MSTRG.5577	642
MSTRG.5578	846
MSTRG.5579	636
MSTRG.558	1410
MSTRG.5580	789
MSTRG.5581	453
MSTRG.5582	3282
MSTRG.5583	1395
MSTRG.5584	2994
MSTRG.5585	360
MSTRG.5586	1473
MSTRG.5587	234
MSTRG.5588	3600
MSTRG.5589	3075
MSTRG.559	1341
MSTRG.5590	369
MSTRG.5591	549
MSTRG.5592	9159
MSTRG.5593	666
MSTRG.5594	1140
MSTRG.5595	1230
MSTRG.5596	1062
MSTRG.5597	1131
MSTRG.5598	1695
MSTRG.5599	396
MSTRG.56	4380
MSTRG.560	654
MSTRG.5600	963
MSTRG.5601	816
MSTRG.5602	648
MSTRG.5603	597
MSTRG.5604	408
MSTRG.5605	372
MSTRG.5606	291
MSTRG.5607	201
MSTRG.5608	1209
MSTRG.5609	4515
MSTRG.561	5526
MSTRG.5610	2859
MSTRG.5611	774
MSTRG.5612	282
MSTRG.5613	3615
MSTRG.5614	1308
MSTRG.5615	3963
MSTRG.5616	3858
MSTRG.5617	4770
MSTRG.5618	1527
MSTRG.5619	4482
MSTRG.562	1251
MSTRG.5620	1737
MSTRG.5621	477
MSTRG.5622	945
MSTRG.5623	948
MSTRG.5624	471
MSTRG.5625	339
MSTRG.5626	1167
MSTRG.5627	12201
MSTRG.5628	678
MSTRG.5629	4788
MSTRG.563	1170
MSTRG.5630	459
MSTRG.5631	321
MSTRG.5632	1848
MSTRG.5633	591
MSTRG.5634	471
MSTRG.5635	462
MSTRG.5636	1926
MSTRG.5637	2178
MSTRG.5638	1248
MSTRG.5639	1533
MSTRG.564	1926
MSTRG.5640	687
MSTRG.5641	2562
MSTRG.5642	1866
MSTRG.5643	429
MSTRG.5644	717
MSTRG.5645	1452
MSTRG.5646	4026
MSTRG.5647	1497
MSTRG.5648	900
MSTRG.5649	1644
MSTRG.565	5184
MSTRG.5650	1287
MSTRG.5651	1065
MSTRG.5652	1011
MSTRG.5653	720
MSTRG.5654	27486
MSTRG.5655	1257
MSTRG.5656	606
MSTRG.5657	2259
MSTRG.5658	1401
MSTRG.5659	753
MSTRG.566	438
MSTRG.5660	4389
MSTRG.5661	774
MSTRG.5662	25305
MSTRG.5663	2259
MSTRG.5664	594
MSTRG.5665	654
MSTRG.5666	1761
MSTRG.5667	1341
MSTRG.5668	1815
MSTRG.5669	1026
MSTRG.567	501
MSTRG.5670	1716
MSTRG.5671	1716
MSTRG.5672	366
MSTRG.5673	1098
MSTRG.5674	1593
MSTRG.5675	2484
MSTRG.5676	2370
MSTRG.5677	1548
MSTRG.5678	2682
MSTRG.5679	1974
MSTRG.568	432
MSTRG.5680	735
MSTRG.5681	543
MSTRG.5682	552
MSTRG.5683	4887
MSTRG.5684	552
MSTRG.5685	1605
MSTRG.5686	1110
MSTRG.5687	1833
MSTRG.5688	1416
MSTRG.5689	1650
MSTRG.569	1941
MSTRG.5690	1836
MSTRG.5691	1542
MSTRG.5692	732
MSTRG.5693	462
MSTRG.5694	300
MSTRG.5695	2916
MSTRG.5696	2892
MSTRG.5697	456
MSTRG.5698	2037
MSTRG.5699	1527
MSTRG.57	747
MSTRG.570	1131
MSTRG.5700	3273
MSTRG.5701	1845
MSTRG.5702	1674
MSTRG.5703	831
MSTRG.5704	1737
MSTRG.5705	2358
MSTRG.5706	360
MSTRG.5707	729
MSTRG.5708	1464
MSTRG.5709	936
MSTRG.571	225
MSTRG.5710	1359
MSTRG.5711	885
MSTRG.5712	4701
MSTRG.5713	4233
MSTRG.5714	336
MSTRG.5715	498
MSTRG.5716	1878
MSTRG.5717	429
MSTRG.5718	414
MSTRG.5719	1587
MSTRG.572	2436
MSTRG.5720	753
MSTRG.5721	735
MSTRG.5722	822
MSTRG.5723	2034
MSTRG.5724	696
MSTRG.5725	1566
MSTRG.5726	483
MSTRG.5727	522
MSTRG.5728	648
MSTRG.5729	1017
MSTRG.573	2361
MSTRG.5730	366
MSTRG.5731	1833
MSTRG.5732	897
MSTRG.5733	2085
MSTRG.5734	1872
MSTRG.5735	681
MSTRG.5736	1470
MSTRG.5737	834
MSTRG.5738	462
MSTRG.5739	1557
MSTRG.574	702
MSTRG.5740	3129
MSTRG.5741	1116
MSTRG.5742	2196
MSTRG.5743	2040
MSTRG.5744	2391
MSTRG.5745	1326
MSTRG.5746	960
MSTRG.5747	1521
MSTRG.5748	519
MSTRG.5749	765
MSTRG.575	5295
MSTRG.5750	4011
MSTRG.5751	633
MSTRG.5752	735
MSTRG.5753	2163
MSTRG.5754	276
MSTRG.5755	735
MSTRG.5756	474
MSTRG.5757	1701
MSTRG.5758	504
MSTRG.5759	2529
MSTRG.576	300
MSTRG.5760	930
MSTRG.5761	528
MSTRG.5762	990
MSTRG.5763	6873
MSTRG.5764	918
MSTRG.5765	1518
MSTRG.5766	1332
MSTRG.5767	993
MSTRG.5768	483
MSTRG.5769	216
MSTRG.577	3525
MSTRG.5770	3546
MSTRG.5771	3474
MSTRG.5772	714
MSTRG.5773	1284
MSTRG.5774	1080
MSTRG.5775	3114
MSTRG.5776	1038
MSTRG.5777	3120
MSTRG.5778	3453
MSTRG.5779	690
MSTRG.578	366
MSTRG.5780	390
MSTRG.5781	945
MSTRG.5782	555
MSTRG.5783	702
MSTRG.5784	1227
MSTRG.5785	1092
MSTRG.5786	1698
MSTRG.5787	1626
MSTRG.5788	1092
MSTRG.5789	303
MSTRG.579	471
MSTRG.5790	309
MSTRG.5791	315
MSTRG.5792	468
MSTRG.5793	315
MSTRG.5794	294
MSTRG.5795	474
MSTRG.5796	537
MSTRG.5797	276
MSTRG.5798	306
MSTRG.5799	618
MSTRG.58	2211
MSTRG.580	396
MSTRG.5800	309
MSTRG.5801	234
MSTRG.5802	1269
MSTRG.5803	231
MSTRG.5804	315
MSTRG.5805	1719
MSTRG.5806	3627
MSTRG.5807	219
MSTRG.5808	1179
MSTRG.5809	1344
MSTRG.581	5019
MSTRG.5810	1902
MSTRG.5811	462
MSTRG.5812	2451
MSTRG.5813	915
MSTRG.5814	1005
MSTRG.5815	774
MSTRG.5816	771
MSTRG.5817	1659
MSTRG.5818	783
MSTRG.5819	477
MSTRG.582	4977
MSTRG.5820	333
MSTRG.5821	501
MSTRG.5822	1512
MSTRG.5823	648
MSTRG.5824	636
MSTRG.5825	648
MSTRG.5826	639
MSTRG.5827	1086
MSTRG.5828	1233
MSTRG.5829	1089
MSTRG.583	840
MSTRG.5830	3150
MSTRG.5831	1401
MSTRG.5832	528
MSTRG.5833	528
MSTRG.5834	2724
MSTRG.5835	768
MSTRG.5836	471
MSTRG.5837	1167
MSTRG.5838	2028
MSTRG.5839	603
MSTRG.584	1833
MSTRG.5840	1332
MSTRG.5841	1977
MSTRG.5842	1194
MSTRG.5843	1056
MSTRG.5844	663
MSTRG.5845	525
MSTRG.5846	789
MSTRG.5847	249
MSTRG.5848	291
MSTRG.5849	555
MSTRG.585	846
MSTRG.5850	420
MSTRG.5851	369
MSTRG.5852	321
MSTRG.5853	234
MSTRG.5854	360
MSTRG.5855	216
MSTRG.5856	906
MSTRG.5857	1242
MSTRG.5858	2817
MSTRG.5859	1821
MSTRG.586	573
MSTRG.5860	747
MSTRG.5861	642
MSTRG.5862	2385
MSTRG.5863	1287
MSTRG.5864	1251
MSTRG.5865	4074
MSTRG.5866	753
MSTRG.5867	1251
MSTRG.5868	375
MSTRG.5869	366
MSTRG.587	774
MSTRG.5870	657
MSTRG.5871	339
MSTRG.5872	456
MSTRG.5873	696
MSTRG.5874	1128
MSTRG.5875	900
MSTRG.5876	309
MSTRG.5877	519
MSTRG.5878	2034
MSTRG.5879	2007
MSTRG.588	9612
MSTRG.5880	3624
MSTRG.5881	1899
MSTRG.5882	2178
MSTRG.5883	1980
MSTRG.5884	420
MSTRG.5885	498
MSTRG.5886	4182
MSTRG.5887	405
MSTRG.5888	402
MSTRG.5889	1200
MSTRG.589	2127
MSTRG.5890	6057
MSTRG.5891	2316
MSTRG.5892	969
MSTRG.5893	2274
MSTRG.5894	2115
MSTRG.5895	573
MSTRG.5896	723
MSTRG.5897	1866
MSTRG.5898	888
MSTRG.5899	612
MSTRG.59	2010
MSTRG.590	1197
MSTRG.5900	744
MSTRG.5901	417
MSTRG.5902	762
MSTRG.5903	1038
MSTRG.5904	1602
MSTRG.5905	219
MSTRG.5906	768
MSTRG.5907	210
MSTRG.5908	753
MSTRG.5909	375
MSTRG.591	4029
MSTRG.5910	963
MSTRG.5911	315
MSTRG.5912	1026
MSTRG.5913	357
MSTRG.5914	1404
MSTRG.5915	1779
MSTRG.5916	363
MSTRG.5917	1842
MSTRG.5918	1650
MSTRG.5919	2061
MSTRG.592	1020
MSTRG.5920	1476
MSTRG.5921	1707
MSTRG.5922	465
MSTRG.5923	408
MSTRG.5924	1626
MSTRG.5925	489
MSTRG.5926	858
MSTRG.5927	1527
MSTRG.5928	225
MSTRG.5929	1779
MSTRG.593	8337
MSTRG.5930	3234
MSTRG.5931	1638
MSTRG.5932	1065
MSTRG.5933	942
MSTRG.5934	1707
MSTRG.5935	438
MSTRG.5936	1458
MSTRG.5937	264
MSTRG.5938	1551
MSTRG.5939	921
MSTRG.594	804
MSTRG.5940	1149
MSTRG.5941	1353
MSTRG.5942	1689
MSTRG.5943	450
MSTRG.5944	1269
MSTRG.5945	1407
MSTRG.5946	435
MSTRG.5947	1578
MSTRG.5948	315
MSTRG.5949	1995
MSTRG.595	4218
MSTRG.5950	2097
MSTRG.5951	1731
MSTRG.5952	1278
MSTRG.5953	501
MSTRG.5954	3027
MSTRG.5955	348
MSTRG.5956	783
MSTRG.5957	1161
MSTRG.5958	2034
MSTRG.5959	540
MSTRG.596	774
MSTRG.5960	483
MSTRG.5961	2748
MSTRG.5962	2673
MSTRG.5963	774
MSTRG.5964	699
MSTRG.5965	525
MSTRG.5966	312
MSTRG.5967	474
MSTRG.5968	693
MSTRG.5969	1296
MSTRG.597	1071
MSTRG.5970	705
MSTRG.5971	468
MSTRG.5972	1689
MSTRG.5973	561
MSTRG.5974	1017
MSTRG.5975	1002
MSTRG.5976	345
MSTRG.5977	1707
MSTRG.5978	453
MSTRG.5979	1335
MSTRG.598	972
MSTRG.5980	819
MSTRG.5981	426
MSTRG.5982	300
MSTRG.5983	612
MSTRG.5984	1887
MSTRG.5985	1971
MSTRG.5986	2502
MSTRG.5987	708
MSTRG.5988	510
MSTRG.5989	1581
MSTRG.599	1629
MSTRG.5990	1788
MSTRG.5991	774
MSTRG.5992	1332
MSTRG.5993	963
MSTRG.5994	2358
MSTRG.5995	3528
MSTRG.5996	759
MSTRG.5997	264
MSTRG.5998	1287
MSTRG.5999	2331
MSTRG.6	1215
MSTRG.60	1236
MSTRG.600	1800
MSTRG.6000	963
MSTRG.6001	1032
MSTRG.6002	918
MSTRG.6003	960
MSTRG.6004	2094
MSTRG.6005	222
MSTRG.6006	333
MSTRG.6007	2142
MSTRG.6008	1617
MSTRG.6009	1431
MSTRG.601	1803
MSTRG.6010	990
MSTRG.6011	441
MSTRG.6012	1995
MSTRG.6013	2394
MSTRG.6014	774
MSTRG.6015	732
MSTRG.6016	1383
MSTRG.6017	954
MSTRG.6018	459
MSTRG.6019	714
MSTRG.602	519
MSTRG.6020	399
MSTRG.6021	441
MSTRG.6022	453
MSTRG.6023	1128
MSTRG.6024	459
MSTRG.6025	1152
MSTRG.6026	1203
MSTRG.6027	1344
MSTRG.6028	1731
MSTRG.6029	4332
MSTRG.603	2841
MSTRG.6030	3285
MSTRG.6031	3378
MSTRG.6032	1440
MSTRG.6033	222
MSTRG.6034	345
MSTRG.6035	723
MSTRG.6036	705
MSTRG.6037	810
MSTRG.6038	972
MSTRG.6039	1332
MSTRG.604	3081
MSTRG.6040	1617
MSTRG.6041	1152
MSTRG.6042	225
MSTRG.6043	402
MSTRG.6044	423
MSTRG.6045	231
MSTRG.6046	837
MSTRG.6047	2619
MSTRG.6048	288
MSTRG.6049	3165
MSTRG.605	555
MSTRG.6050	957
MSTRG.6051	885
MSTRG.6052	750
MSTRG.6053	429
MSTRG.6054	957
MSTRG.6055	1698
MSTRG.6056	426
MSTRG.6057	3744
MSTRG.6058	537
MSTRG.6059	3234
MSTRG.606	537
MSTRG.6060	1035
MSTRG.6061	861
MSTRG.6062	630
MSTRG.6063	483
MSTRG.6064	909
MSTRG.6065	1215
MSTRG.6066	552
MSTRG.6067	2424
MSTRG.6068	2001
MSTRG.6069	126
MSTRG.607	633
MSTRG.6070	847
MSTRG.6071	321
MSTRG.6072	924
MSTRG.6073	225
MSTRG.6074	249
MSTRG.6075	630
MSTRG.6076	213
MSTRG.6077	2583
MSTRG.6078	1647
MSTRG.6079	2652
MSTRG.608	1707
MSTRG.6080	2358
MSTRG.6081	318
MSTRG.6082	327
MSTRG.6083	3594
MSTRG.6084	2442
MSTRG.6085	1002
MSTRG.6086	291
MSTRG.6087	3723
MSTRG.6088	243
MSTRG.6089	366
MSTRG.609	1296
MSTRG.6090	243
MSTRG.6091	477
MSTRG.6092	648
MSTRG.6093	981
MSTRG.6094	438
MSTRG.6095	4335
MSTRG.6096	717
MSTRG.6097	741
MSTRG.6098	342
MSTRG.6099	1059
MSTRG.61	4410
MSTRG.610	1422
MSTRG.6100	333
MSTRG.6101	1023
MSTRG.6102	1671
MSTRG.6103	1038
MSTRG.6104	1758
MSTRG.6105	468
MSTRG.6106	1164
MSTRG.6107	696
MSTRG.6108	4116
MSTRG.6109	2031
MSTRG.611	630
MSTRG.6110	1404
MSTRG.6111	822
MSTRG.6112	3627
MSTRG.6113	1932
MSTRG.6114	759
MSTRG.6115	234
MSTRG.6116	375
MSTRG.6117	3411
MSTRG.6118	1623
MSTRG.6119	573
MSTRG.612	2184
MSTRG.6120	7524
MSTRG.6121	3981
MSTRG.6122	4704
MSTRG.6123	5562
MSTRG.6124	5400
MSTRG.6125	702
MSTRG.6126	363
MSTRG.6127	1725
MSTRG.6128	4053
MSTRG.6129	615
MSTRG.613	1461
MSTRG.6130	687
MSTRG.6131	507
MSTRG.6132	1020
MSTRG.6133	594
MSTRG.6134	57
MSTRG.6135	744
MSTRG.6136	432
MSTRG.6137	2049
MSTRG.6138	3363
MSTRG.6139	1611
MSTRG.614	459
MSTRG.6140	1329
MSTRG.6141	1107
MSTRG.6142	12834
MSTRG.6143	2115
MSTRG.6144	1005
MSTRG.6145	801
MSTRG.6146	1344
MSTRG.6147	630
MSTRG.6148	1047
MSTRG.6149	10566
MSTRG.615	1035
MSTRG.6150	1047
MSTRG.6151	885
MSTRG.6152	1074
MSTRG.6153	945
MSTRG.6154	3957
MSTRG.6155	6387
MSTRG.6156	4260
MSTRG.6157	2982
MSTRG.6158	1518
MSTRG.6159	1002
MSTRG.616	888
MSTRG.6160	1761
MSTRG.6161	2469
MSTRG.6162	1293
MSTRG.6163	2229
MSTRG.6164	3381
MSTRG.6165	1863
MSTRG.6166	867
MSTRG.6167	228
MSTRG.6168	318
MSTRG.6169	876
MSTRG.617	663
MSTRG.6170	1050
MSTRG.6171	23493
MSTRG.6172	297
MSTRG.6173	7803
MSTRG.6174	897
MSTRG.6175	1620
MSTRG.6176	1011
MSTRG.6177	912
MSTRG.6178	978
MSTRG.6179	978
MSTRG.618	873
MSTRG.6180	13602
MSTRG.6181	990
MSTRG.6182	2394
MSTRG.6183	375
MSTRG.6184	1326
MSTRG.6185	2874
MSTRG.6186	1551
MSTRG.6187	1578
MSTRG.6188	528
MSTRG.6189	1080
MSTRG.619	951
MSTRG.6190	615
MSTRG.6191	2673
MSTRG.6192	1053
MSTRG.6193	3186
MSTRG.6194	231
MSTRG.6195	357
MSTRG.6196	2496
MSTRG.6197	408
MSTRG.6198	3036
MSTRG.6199	1164
MSTRG.62	4374
MSTRG.620	462
MSTRG.6200	2997
MSTRG.6201	1113
MSTRG.6202	1350
MSTRG.6203	1347
MSTRG.6204	1470
MSTRG.6205	2016
MSTRG.6206	1491
MSTRG.6207	837
MSTRG.6208	864
MSTRG.6209	816
MSTRG.621	1515
MSTRG.6210	1449
MSTRG.6211	543
MSTRG.6212	462
MSTRG.6213	1305
MSTRG.6214	630
MSTRG.6215	438
MSTRG.6216	1671
MSTRG.6217	2760
MSTRG.6218	990
MSTRG.6219	1641
MSTRG.622	327
MSTRG.6220	3963
MSTRG.6221	705
MSTRG.6222	2424
MSTRG.6223	1932
MSTRG.6224	417
MSTRG.6225	1605
MSTRG.6226	1266
MSTRG.6227	1464
MSTRG.6228	1155
MSTRG.6229	876
MSTRG.623	984
MSTRG.6230	804
MSTRG.6231	771
MSTRG.6232	534
MSTRG.6233	7677
MSTRG.6234	7620
MSTRG.6235	7656
MSTRG.6236	2370
MSTRG.6237	1296
MSTRG.6238	441
MSTRG.6239	1869
MSTRG.624	357
MSTRG.6240	3066
MSTRG.6241	1902
MSTRG.6242	1035
MSTRG.6243	897
MSTRG.6244	585
MSTRG.6245	1284
MSTRG.6246	783
MSTRG.6247	1104
MSTRG.6248	1053
MSTRG.6249	1773
MSTRG.625	1401
MSTRG.6250	1038
MSTRG.6251	1674
MSTRG.6252	732
MSTRG.6253	1830
MSTRG.6254	6111
MSTRG.6255	258
MSTRG.6256	1800
MSTRG.6257	1566
MSTRG.6258	1023
MSTRG.6259	1545
MSTRG.626	510
MSTRG.6260	1911
MSTRG.6261	1281
MSTRG.6262	1296
MSTRG.6263	687
MSTRG.6264	1107
MSTRG.6265	1278
MSTRG.6266	1890
MSTRG.6267	2475
MSTRG.6268	2043
MSTRG.6269	549
MSTRG.627	348
MSTRG.6270	1365
MSTRG.6271	2145
MSTRG.6272	2136
MSTRG.6273	1077
MSTRG.6274	594
MSTRG.6275	555
MSTRG.6276	843
MSTRG.6277	1590
MSTRG.6278	1539
MSTRG.6279	1410
MSTRG.628	492
MSTRG.6280	1401
MSTRG.6281	1704
MSTRG.6282	2229
MSTRG.6283	1179
MSTRG.6284	477
MSTRG.6285	795
MSTRG.6286	5913
MSTRG.6287	4710
MSTRG.6288	1101
MSTRG.6289	1170
MSTRG.629	1014
MSTRG.6290	2118
MSTRG.6291	315
MSTRG.6292	5796
MSTRG.6293	1005
MSTRG.6294	795
MSTRG.6295	891
MSTRG.6296	651
MSTRG.6297	882
MSTRG.6298	864
MSTRG.6299	639
MSTRG.63	4389
MSTRG.630	2217
MSTRG.6300	975
MSTRG.6301	486
MSTRG.6302	555
MSTRG.6303	936
MSTRG.6304	960
MSTRG.6305	543
MSTRG.6306	537
MSTRG.6307	507
MSTRG.6308	1428
MSTRG.6309	486
MSTRG.631	1416
MSTRG.6310	543
MSTRG.6311	1563
MSTRG.6312	1803
MSTRG.6313	630
MSTRG.6314	1863
MSTRG.6315	210
MSTRG.6316	561
MSTRG.6317	1851
MSTRG.6318	693
MSTRG.6319	2796
MSTRG.632	807
MSTRG.6320	2580
MSTRG.6321	1959
MSTRG.6322	1506
MSTRG.6323	1518
MSTRG.6324	5265
MSTRG.6325	1440
MSTRG.6326	576
MSTRG.6327	960
MSTRG.6328	798
MSTRG.6329	1365
MSTRG.633	723
MSTRG.6330	1239
MSTRG.6331	28371
MSTRG.6332	207
MSTRG.6333	1296
MSTRG.6334	1359
MSTRG.6335	3437
MSTRG.6336	1218
MSTRG.6337	972
MSTRG.6338	1485
MSTRG.6339	1266
MSTRG.634	876
MSTRG.6340	1242
MSTRG.6341	3081
MSTRG.6342	1272
MSTRG.6343	1011
MSTRG.6344	1014
MSTRG.6345	1014
MSTRG.6346	1107
MSTRG.6347	1050
MSTRG.6348	597
MSTRG.6349	1395
MSTRG.635	1665
MSTRG.6350	2919
MSTRG.6351	1461
MSTRG.6352	2229
MSTRG.6353	2730
MSTRG.6354	2067
MSTRG.6355	2394
MSTRG.6356	723
MSTRG.6357	2199
MSTRG.6358	1113
MSTRG.6359	2529
MSTRG.636	1185
MSTRG.6360	960
MSTRG.6361	369
MSTRG.6362	1503
MSTRG.6363	942
MSTRG.6364	1071
MSTRG.6365	795
MSTRG.6366	501
MSTRG.6367	1134
MSTRG.6368	1041
MSTRG.6369	1272
MSTRG.637	900
MSTRG.6370	1350
MSTRG.6371	1227
MSTRG.6372	1158
MSTRG.6373	2205
MSTRG.6374	2223
MSTRG.6375	2229
MSTRG.6376	1287
MSTRG.6377	369
