From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAK2549738.1	A0AAD9UTV9	unreviewed	A0AAD9UTV9_ACRCE	Phosphatase and actin regulator 4	P5673_029709	Acropora cervicornis (Staghorn coral)	467		actin cytoskeleton organization [GO:0030036]	GO:0003779; GO:0030036	actin binding [GO:0003779]	actin binding [GO:0003779]; actin cytoskeleton organization [GO:0030036]
KAK2568682.1	A0AAD9VC67	unreviewed	A0AAD9VC67_ACRCE	Mitochondrial basic amino acids transporter	P5673_006668	Acropora cervicornis (Staghorn coral)	287	mitochondrial membrane [GO:0031966]	mitochondrial L-ornithine transmembrane transport [GO:1990575]	GO:0005289; GO:0031966; GO:1990575	high-affinity L-arginine transmembrane transporter activity [GO:0005289]	mitochondrial membrane [GO:0031966]; high-affinity L-arginine transmembrane transporter activity [GO:0005289]; mitochondrial L-ornithine transmembrane transport [GO:1990575]
KAJ7324074.1	A0A9W9Y8W6	unreviewed	A0A9W9Y8W6_9CNID	Uncharacterized protein	OS493_030247	Desmophyllum pertusum	169					
KAK2573298.1	A0AAD9R539	unreviewed	A0AAD9R539_ACRCE	Uncharacterized protein	P5673_000939	Acropora cervicornis (Staghorn coral)	122	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2563437.1	A0AAD9QLE4	unreviewed	A0AAD9QLE4_ACRCE	Uncharacterized protein	P5673_013140	Acropora cervicornis (Staghorn coral)	413					
PFX31656.1	A0A2B4SQK9	unreviewed	A0A2B4SQK9_STYPI	Retrovirus-related Pol polyprotein	POL AWC38_SpisGene3511	Stylophora pistillata (Smooth cauliflower coral)	1006		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
KAK2567738.1	A0AAD9VAV6	unreviewed	A0AAD9VAV6_ACRCE	Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1	P5673_008605	Acropora cervicornis (Staghorn coral)	352	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
KAK2554826.1	A0AAD9Q5Q0	unreviewed	A0AAD9Q5Q0_ACRCE	RING finger protein 145	P5673_023465	Acropora cervicornis (Staghorn coral)	583	endomembrane system [GO:0012505]; membrane [GO:0016020]	ERAD pathway [GO:0036503]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0008270; GO:0012505; GO:0016020; GO:0036503; GO:0043161; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	endomembrane system [GO:0012505]; membrane [GO:0016020]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; ERAD pathway [GO:0036503]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]
KAJ7383910.1	A0A9X0D1Y6	unreviewed	A0A9X0D1Y6_9CNID	F-box domain-containing protein	OS493_025237	Desmophyllum pertusum	267					
CAH3046063.1	A0AAU9W7H2	unreviewed	A0AAU9W7H2_9CNID	TNFR-Cys domain-containing protein	PMEA_00033071	Pocillopora meandrina	368	membrane [GO:0016020]	positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]	GO:0016020; GO:0038023; GO:0043123; GO:0046330	signaling receptor activity [GO:0038023]	membrane [GO:0016020]; signaling receptor activity [GO:0038023]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]
KAK2563449.1	A0AAD9V6Y5	unreviewed	A0AAD9V6Y5_ACRCE	Uncharacterized protein	P5673_013155	Acropora cervicornis (Staghorn coral)	93					
KAJ7331152.1	A0A9X0CG87	unreviewed	A0A9X0CG87_9CNID	C2H2-type domain-containing protein	OS493_020854	Desmophyllum pertusum	224			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
RMX40015.1	A0A3M6TF64	unreviewed	A0A3M6TF64_POCDA	Uncharacterized protein	pdam_00018017	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	346					
KAK2563534.1	A0AAD9QLJ1	unreviewed	A0AAD9QLJ1_ACRCE	Nucleolar protein 8	P5673_013257	Acropora cervicornis (Staghorn coral)	1010	nucleolus [GO:0005730]		GO:0003723; GO:0005730	RNA binding [GO:0003723]	nucleolus [GO:0005730]; RNA binding [GO:0003723]
PFX18570.1	A0A2B4RPV6	unreviewed	A0A2B4RPV6_STYPI	Beta-1,3-galactosyltransferase brn	brn AWC38_SpisGene17033	Stylophora pistillata (Smooth cauliflower coral)	977	Golgi membrane [GO:0000139]	protein O-linked glycosylation [GO:0006493]	GO:0000139; GO:0006493; GO:0016758	hexosyltransferase activity [GO:0016758]	Golgi membrane [GO:0000139]; hexosyltransferase activity [GO:0016758]; protein O-linked glycosylation [GO:0006493]
KAK2555521.1	A0AAD9Q6C9	unreviewed	A0AAD9Q6C9_ACRCE	JmjC domain-containing protein 5	P5673_022862	Acropora cervicornis (Staghorn coral)	420	nucleus [GO:0005634]	rhythmic process [GO:0048511]	GO:0005634; GO:0046872; GO:0048511; GO:0051864	histone H3K36 demethylase activity [GO:0051864]; metal ion binding [GO:0046872]	nucleus [GO:0005634]; histone H3K36 demethylase activity [GO:0051864]; metal ion binding [GO:0046872]; rhythmic process [GO:0048511]
KAK2565318.1	A0AAD9QPX4	unreviewed	A0AAD9QPX4_ACRCE	Uncharacterized protein	P5673_011283	Acropora cervicornis (Staghorn coral)	110					
KAJ7390687.1	A0A9X0D7W7	unreviewed	A0A9X0D7W7_9CNID	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5)	EIF3F OS493_023399	Desmophyllum pertusum	301	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]	formation of cytoplasmic translation initiation complex [GO:0001732]	GO:0001732; GO:0003743; GO:0008237; GO:0016282; GO:0031369; GO:0033290; GO:0071541	metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; metallopeptidase activity [GO:0008237]; translation initiation factor activity [GO:0003743]; translation initiation factor binding [GO:0031369]; formation of cytoplasmic translation initiation complex [GO:0001732]
KAK2565267.1	A0AAD9QPT0	unreviewed	A0AAD9QPT0_ACRCE	Pancreatic secretory granule membrane major glycoprotein GP2	P5673_011222	Acropora cervicornis (Staghorn coral)	1491			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
RMX61444.1	A0A3M6V898	unreviewed	A0A3M6V898_POCDA	Uncharacterized protein	pdam_00023493	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	350					
KAK2571645.1	A0AAD9R2L1	unreviewed	A0AAD9R2L1_ACRCE	Uncharacterized protein	P5673_003013	Acropora cervicornis (Staghorn coral)	103					
KAJ7388149.1	A0A9W9ZY61	unreviewed	A0A9W9ZY61_9CNID	Myb-like domain-containing protein	OS493_039543	Desmophyllum pertusum	760					
KAK2556205.1	A0AAD9V0F0	unreviewed	A0AAD9V0F0_ACRCE	SAM domain-containing protein	P5673_021811	Acropora cervicornis (Staghorn coral)	408					
CAB3986317.1	A0A7D9DHY9	unreviewed	A0A7D9DHY9_PARCT	Transposable element Tcb1 transposase	PACLA_8A047547	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	360		DNA integration [GO:0015074]; DNA transposition [GO:0006313]	GO:0003677; GO:0006313; GO:0015074	DNA binding [GO:0003677]	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA transposition [GO:0006313]
KAJ7390770.1	A0A9X0A0B1	unreviewed	A0A9X0A0B1_9CNID	EGF-like repeat and discoidin I-like domain-containing protein 3	OS493_022328	Desmophyllum pertusum	765	plasma membrane [GO:0005886]	canonical Wnt signaling pathway [GO:0060070]	GO:0005509; GO:0005886; GO:0017147; GO:0042813; GO:0060070	calcium ion binding [GO:0005509]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]	plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; Wnt receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; canonical Wnt signaling pathway [GO:0060070]
KAK2570146.1	A0AAD9QZ67	unreviewed	A0AAD9QZ67_ACRCE	Minicollagen	P5673_004903	Acropora cervicornis (Staghorn coral)	138					
KAK2565667.1	A0AAD9V999	unreviewed	A0AAD9V999_ACRCE	Luc7-like protein 3	P5673_010822	Acropora cervicornis (Staghorn coral)	397	U1 snRNP [GO:0005685]	mRNA splice site recognition [GO:0006376]	GO:0003729; GO:0005685; GO:0006376	mRNA binding [GO:0003729]	U1 snRNP [GO:0005685]; mRNA binding [GO:0003729]; mRNA splice site recognition [GO:0006376]
CAB3991471.1	A0A7D9HVC0	unreviewed	A0A7D9HVC0_PARCT	Gag-Pol poly	PACLA_8A014089	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	649					
KAJ7392634.1	A0A9X0A6S1	unreviewed	A0A9X0A6S1_9CNID	E3 ubiquitin-protein ligase PPP1R11 (Protein phosphatase 1 regulatory subunit 11)	OS493_010285	Desmophyllum pertusum	126	nucleus [GO:0005634]		GO:0004865; GO:0005634; GO:0008157	protein phosphatase 1 binding [GO:0008157]; protein serine/threonine phosphatase inhibitor activity [GO:0004865]	nucleus [GO:0005634]; protein phosphatase 1 binding [GO:0008157]; protein serine/threonine phosphatase inhibitor activity [GO:0004865]
KAK2569436.1	A0AAD9QYJ2	unreviewed	A0AAD9QYJ2_ACRCE	ADP-dependent glucokinase	P5673_006364	Acropora cervicornis (Staghorn coral)	472	endoplasmic reticulum [GO:0005783]	glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]	GO:0005783; GO:0006006; GO:0006096; GO:0043843	ADP-specific glucokinase activity [GO:0043843]	endoplasmic reticulum [GO:0005783]; ADP-specific glucokinase activity [GO:0043843]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]
KAK2567545.1	A0AAD9VB69	unreviewed	A0AAD9VB69_ACRCE	Uncharacterized protein	P5673_008382	Acropora cervicornis (Staghorn coral)	165					
PFX13596.1	A0A2B4R8W9	unreviewed	A0A2B4R8W9_STYPI	Neurexin-4	Nrx-IV AWC38_SpisGene22307	Stylophora pistillata (Smooth cauliflower coral)	943	nucleus [GO:0005634]		GO:0005634; GO:0046983	protein dimerization activity [GO:0046983]	nucleus [GO:0005634]; protein dimerization activity [GO:0046983]
KAK2567468.1	A0AAD9VAL7	unreviewed	A0AAD9VAL7_ACRCE	SID1 transmembrane family member 2	P5673_008288	Acropora cervicornis (Staghorn coral)	836	lysosome [GO:0005764]; plasma membrane [GO:0005886]		GO:0003725; GO:0005764; GO:0005886; GO:0051033	double-stranded RNA binding [GO:0003725]; RNA transmembrane transporter activity [GO:0051033]	lysosome [GO:0005764]; plasma membrane [GO:0005886]; double-stranded RNA binding [GO:0003725]; RNA transmembrane transporter activity [GO:0051033]
KAK2559894.1	A0AAD9V3H1	unreviewed	A0AAD9V3H1_ACRCE	Uncharacterized protein	P5673_017461	Acropora cervicornis (Staghorn coral)	137					
PFX15074.1	A0A2B4R9Q0	unreviewed	A0A2B4R9Q0_STYPI	HECT domain-containing protein	AWC38_SpisGene20721	Stylophora pistillata (Smooth cauliflower coral)	451			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
KAJ7375264.1	A0A9W9Z859	unreviewed	A0A9W9Z859_9CNID	Repeat domain-containing	GTF2IRD1_1 OS493_002011	Desmophyllum pertusum	320	nucleus [GO:0005634]		GO:0005634		nucleus [GO:0005634]
KAK2564217.1	A0AAD9QMV6	unreviewed	A0AAD9QMV6_ACRCE	Sodium/calcium exchanger 3	P5673_012464	Acropora cervicornis (Staghorn coral)	802	axon [GO:0030424]; postsynapse [GO:0098794]; sarcolemma [GO:0042383]	calcium ion import across plasma membrane [GO:0098703]; cell communication [GO:0007154]	GO:0005432; GO:0005516; GO:0007154; GO:0030424; GO:0042383; GO:0046872; GO:0098703; GO:0098794	calcium:sodium antiporter activity [GO:0005432]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]	axon [GO:0030424]; postsynapse [GO:0098794]; sarcolemma [GO:0042383]; calcium:sodium antiporter activity [GO:0005432]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; calcium ion import across plasma membrane [GO:0098703]; cell communication [GO:0007154]
CAH3131910.1	A0AAU9X188	unreviewed	A0AAU9X188_9CNID	Zinc finger PHD-type domain-containing protein	PMEA_00014890	Pocillopora meandrina	96	Set1C/COMPASS complex [GO:0048188]	positive regulation of DNA-templated transcription [GO:0045893]	GO:0008270; GO:0035064; GO:0045893; GO:0048188	methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]	Set1C/COMPASS complex [GO:0048188]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]; positive regulation of DNA-templated transcription [GO:0045893]
KAJ7394828.1	A0A9X0DDK6	unreviewed	A0A9X0DDK6_9CNID	G2 M phase-specific E3 ubiquitin- ligase-like	OS493_000663	Desmophyllum pertusum	414			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
PFX13577.1	A0A2B4RB33	unreviewed	A0A2B4RB33_STYPI	Putative RNA-directed DNA polymerase from transposon BS	RTase AWC38_SpisGene22331	Stylophora pistillata (Smooth cauliflower coral)	992			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAK2572509.1	A0AAD9VFG8	unreviewed	A0AAD9VFG8_ACRCE	Uncharacterized protein	P5673_002764	Acropora cervicornis (Staghorn coral)	180					
PFX16040.1	A0A2B4RHT8	unreviewed	A0A2B4RHT8_STYPI	Uncharacterized transposon-derived protein F54H12.3	F54H12.3 AWC38_SpisGene19704	Stylophora pistillata (Smooth cauliflower coral)	821		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
CAH3169762.1	A0AAU9Y4L6	unreviewed	A0AAU9Y4L6_9CNID	NADP-dependent oxidoreductase domain-containing protein	PMEA_00012946	Pocillopora meandrina	306			GO:0004033	aldo-keto reductase (NADPH) activity [GO:0004033]	aldo-keto reductase (NADPH) activity [GO:0004033]
KAK2553345.1	A0AAD9Q2U9	unreviewed	A0AAD9Q2U9_ACRCE	Uncharacterized protein	P5673_025317	Acropora cervicornis (Staghorn coral)	332					
KAJ7371525.1	A0A9W9YY24	unreviewed	A0A9W9YY24_9CNID	non-specific serine/threonine protein kinase (EC 2.7.11.1)	CSNK1G2_1 OS493_024865	Desmophyllum pertusum	464	cytoplasm [GO:0005737]	Wnt signaling pathway [GO:0016055]	GO:0004674; GO:0005524; GO:0005737; GO:0016055	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; Wnt signaling pathway [GO:0016055]
KAK2569360.1	A0AAD9VCY4	unreviewed	A0AAD9VCY4_ACRCE	Uncharacterized protein	P5673_006282	Acropora cervicornis (Staghorn coral)	432					
KAK2553136.1	A0AAD9Q1U9	unreviewed	A0AAD9Q1U9_ACRCE	Kinesin-like protein KIF15	P5673_025592	Acropora cervicornis (Staghorn coral)	1554	microtubule [GO:0005874]	microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	microtubule [GO:0005874]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]
KAK2571196.1	A0AAD9R147	unreviewed	A0AAD9R147_ACRCE	Uncharacterized protein	P5673_003761	Acropora cervicornis (Staghorn coral)	589	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2558799.1	A0AAD9V2F1	unreviewed	A0AAD9V2F1_ACRCE	Uncharacterized protein	P5673_019014	Acropora cervicornis (Staghorn coral)	185					
CAH3033152.1	A0AAU9VSB6	unreviewed	A0AAU9VSB6_9CNID	RBR-type E3 ubiquitin transferase (EC 2.3.2.31)	PMEA_00010971	Pocillopora meandrina	515		protein ubiquitination [GO:0016567]	GO:0004842; GO:0008270; GO:0016567	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; protein ubiquitination [GO:0016567]
KAK2568990.1	A0AAD9QXL8	unreviewed	A0AAD9QXL8_ACRCE	Delta(8)-fatty-acid desaturase 2	P5673_007104	Acropora cervicornis (Staghorn coral)	448	membrane [GO:0016020]	lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]	membrane [GO:0016020]; oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water [GO:0016717]; lipid metabolic process [GO:0006629]
KAK2571593.1	A0AAD9VEH1	unreviewed	A0AAD9VEH1_ACRCE	Uncharacterized protein	P5673_002954	Acropora cervicornis (Staghorn coral)	377					
KAK2571764.1	A0AAD9R270	unreviewed	A0AAD9R270_ACRCE	Forkhead box protein K1	P5673_003161	Acropora cervicornis (Staghorn coral)	623	nucleus [GO:0005634]	positive regulation of DNA-templated transcription [GO:0045893]	GO:0000978; GO:0000981; GO:0005634; GO:0045893	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; positive regulation of DNA-templated transcription [GO:0045893]
RMX57272.1	A0A3M6UUC1	unreviewed	A0A3M6UUC1_POCDA	OTU domain-containing protein	pdam_00023904	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	514					
KAK2556536.1	A0AAD9Q8W4	unreviewed	A0AAD9Q8W4_ACRCE	Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein	P5673_021441	Acropora cervicornis (Staghorn coral)	617					
PFX22193.1	A0A2B4RZI8	unreviewed	A0A2B4RZI8_STYPI	Putative RNA-directed DNA polymerase from transposon BS	RTase AWC38_SpisGene13292	Stylophora pistillata (Smooth cauliflower coral)	1100			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAK2564284.1	A0AAD9QMY7	unreviewed	A0AAD9QMY7_ACRCE	Cytochrome c oxidase subunit 6B1	P5673_012539	Acropora cervicornis (Staghorn coral)	98	mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]		GO:0005739; GO:0045277		mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]
CAH3036681.1	A0AAU9VVR3	unreviewed	A0AAU9VVR3_9CNID	Uncharacterized protein	PMEA_00017043	Pocillopora meandrina	219	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAJ7339459.1	A0A9X0CIC3	unreviewed	A0A9X0CIC3_9CNID	TRAFAC class myosin-kinesin ATPase super	KIF14 OS493_005857	Desmophyllum pertusum	1628	microtubule [GO:0005874]	microtubule-based movement [GO:0007018]	GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017	ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]	microtubule [GO:0005874]; ATP binding [GO:0005524]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]
KAK2559232.1	A0AAD9V2Z6	unreviewed	A0AAD9V2Z6_ACRCE	Angiogenic factor with G patch and FHA domains 1	P5673_018373	Acropora cervicornis (Staghorn coral)	230			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
CAB4039776.1	A0A7D9LW53	unreviewed	A0A7D9LW53_PARCT	Uncharacterized protein	PACLA_8A028359	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	633					
KAK2567385.1	A0AAD9QUL7	unreviewed	A0AAD9QUL7_ACRCE	Gelation factor	P5673_008189	Acropora cervicornis (Staghorn coral)	527					
KAK2561175.1	A0AAD9QHU1	unreviewed	A0AAD9QHU1_ACRCE	SHSP domain-containing protein	P5673_016319	Acropora cervicornis (Staghorn coral)	202					
KAK2574371.1	A0AAD9R7S7	unreviewed	A0AAD9R7S7_ACRCE	Cationic amino acid transporter 2	P5673_000527	Acropora cervicornis (Staghorn coral)	624	plasma membrane [GO:0005886]		GO:0005886; GO:0015171	amino acid transmembrane transporter activity [GO:0015171]	plasma membrane [GO:0005886]; amino acid transmembrane transporter activity [GO:0015171]
KAJ7333128.1	A0A9W9YBZ1	unreviewed	A0A9W9YBZ1_9CNID	Cilia- and flagella-associated protein 45	CFAP45 OS493_018304	Desmophyllum pertusum	555	motile cilium [GO:0031514]		GO:0031514		motile cilium [GO:0031514]
KAK2555014.1	A0AAD9Q5E5	unreviewed	A0AAD9Q5E5_ACRCE	Dynein light chain Tctex-type 5-B	P5673_023360	Acropora cervicornis (Staghorn coral)	168	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]	microtubule-based movement [GO:0007018]	GO:0005737; GO:0005868; GO:0007018; GO:0045505	dynein intermediate chain binding [GO:0045505]	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]; dynein intermediate chain binding [GO:0045505]; microtubule-based movement [GO:0007018]
KAK2188934.1	A0AAD9P6F0	unreviewed	A0AAD9P6F0_RIDPI	Craniofacial development protein 2-like	NP493_119g04017	Ridgeia piscesae (Tubeworm)	225					
KAJ7308646.1	A0A9W9Y6H1	unreviewed	A0A9W9Y6H1_9CNID	DUF6589 domain-containing protein	OS493_040390	Desmophyllum pertusum	475					
CAB4039723.1	A0A6S7LNX6	unreviewed	A0A6S7LNX6_PARCT	Uncharacterized protein	PACLA_8A040727	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	446					
KAK2574464.1	A0AAD9R7K3	unreviewed	A0AAD9R7K3_ACRCE	DUF985 domain-containing protein	P5673_000634	Acropora cervicornis (Staghorn coral)	191					
KAK2573532.1	A0AAD9R5H6	unreviewed	A0AAD9R5H6_ACRCE	Voltage-gated hydrogen channel 1	P5673_001194	Acropora cervicornis (Staghorn coral)	379	monoatomic ion channel complex [GO:0034702]; plasma membrane [GO:0005886]		GO:0005886; GO:0030171; GO:0034702	voltage-gated proton channel activity [GO:0030171]	monoatomic ion channel complex [GO:0034702]; plasma membrane [GO:0005886]; voltage-gated proton channel activity [GO:0030171]
CAB4033249.1	A0A7D9LI15	unreviewed	A0A7D9LI15_PARCT	Uncharacterized protein	PACLA_8A047160	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	98					
KAK2556000.1	A0AAD9Q804	unreviewed	A0AAD9Q804_ACRCE	hydroxyisourate hydrolase (EC 3.5.2.17)	P5673_021990	Acropora cervicornis (Staghorn coral)	683		purine nucleobase metabolic process [GO:0006144]	GO:0006144; GO:0033971	hydroxyisourate hydrolase activity [GO:0033971]	hydroxyisourate hydrolase activity [GO:0033971]; purine nucleobase metabolic process [GO:0006144]
PFX30086.1	A0A2B4SL37	unreviewed	A0A2B4SL37_STYPI	Glutathione peroxidase	GPX1 AWC38_SpisGene5132	Stylophora pistillata (Smooth cauliflower coral)	347		intracellular signal transduction [GO:0035556]; response to oxidative stress [GO:0006979]	GO:0004601; GO:0006979; GO:0035556	peroxidase activity [GO:0004601]	peroxidase activity [GO:0004601]; intracellular signal transduction [GO:0035556]; response to oxidative stress [GO:0006979]
KAK2560158.1	A0AAD9QF56	unreviewed	A0AAD9QF56_ACRCE	Battenin	P5673_017132	Acropora cervicornis (Staghorn coral)	417	endomembrane system [GO:0012505]; lysosomal membrane [GO:0005765]	regulation of intracellular pH [GO:0051453]	GO:0005765; GO:0012505; GO:0051453		endomembrane system [GO:0012505]; lysosomal membrane [GO:0005765]; regulation of intracellular pH [GO:0051453]
KAK2571180.1	A0AAD9R1Q6	unreviewed	A0AAD9R1Q6_ACRCE	Cyclin-D-binding Myb-like transcription factor 1	P5673_003744	Acropora cervicornis (Staghorn coral)	818	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
PFX15880.1	A0A2B4RHC5	unreviewed	A0A2B4RHC5_STYPI	52 kDa repressor of the inhibitor of the protein kinase	Prkrir AWC38_SpisGene19880	Stylophora pistillata (Smooth cauliflower coral)	424			GO:0003676; GO:0005524; GO:0016301	ATP binding [GO:0005524]; kinase activity [GO:0016301]; nucleic acid binding [GO:0003676]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; nucleic acid binding [GO:0003676]
CAB4014742.1	A0A6S7JCH7	unreviewed	A0A6S7JCH7_PARCT	PREDICTED: uncharacterized protein LOC107346460	PACLA_8A038861	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1150			GO:0003676; GO:0008270	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
KAK2558827.1	A0AAD9V2K7	unreviewed	A0AAD9V2K7_ACRCE	Transposase	P5673_019042	Acropora cervicornis (Staghorn coral)	621					
KAK2573583.1	A0AAD9R5M8	unreviewed	A0AAD9R5M8_ACRCE	G domain-containing protein	P5673_001253	Acropora cervicornis (Staghorn coral)	276			GO:0005525	GTP binding [GO:0005525]	GTP binding [GO:0005525]
RMX37405.1	A0A3M6T7K8	unreviewed	A0A3M6T7K8_POCDA	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	pdam_00013820	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	314		glycogen biosynthetic process [GO:0005978]; UDP-alpha-D-glucose metabolic process [GO:0006011]	GO:0003983; GO:0005978; GO:0006011	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; glycogen biosynthetic process [GO:0005978]; UDP-alpha-D-glucose metabolic process [GO:0006011]
