From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027057565.1	A0A3M6UV02	unreviewed	A0A3M6UV02_POCDA	AAA+ ATPase domain-containing protein	pdam_00006970	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	330	DNA replication factor C complex [GO:0005663]; nucleus [GO:0005634]	DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]	GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006261; GO:0006281; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]	DNA replication factor C complex [GO:0005663]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA clamp loader activity [GO:0003689]; DNA repair [GO:0006281]; DNA-templated DNA replication [GO:0006261]	
XP_027047790.1	A0A3M6TNG1	unreviewed	A0A3M6TNG1_POCDA	Uncharacterized protein	pdam_00020882	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	250	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027046650.1	A0A3M6UM35	unreviewed	A0A3M6UM35_POCDA	RNA helicase (EC 3.6.4.13)	pdam_00009328	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	776			GO:0003723; GO:0005524; GO:0016787; GO:0034458	3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	3'-5' RNA helicase activity [GO:0034458]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	
XP_022779499.1	A0A2B4SV07	unreviewed	A0A2B4SV07_STYPI	Tubulin beta chain	AWC38_SpisGene2885	Stylophora pistillata (Smooth cauliflower coral)	448	microtubule [GO:0005874]	microtubule-based process [GO:0007017]	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]	microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]	
XP_027036863.1	A0A3M6UDL7	unreviewed	A0A3M6UDL7_POCDA	Uncharacterized protein	pdam_00011643	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	619		proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	GO:0000209; GO:0043161; GO:0061630	ubiquitin protein ligase activity [GO:0061630]	ubiquitin protein ligase activity [GO:0061630]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	
XP_027045146.1	A0A3M6TUK0	unreviewed	A0A3M6TUK0_POCDA	Uncharacterized protein	pdam_00011484	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	131						
XP_027045129.1	A0A3M6TUK2	unreviewed	A0A3M6TUK2_POCDA	Uncharacterized protein	pdam_00011483	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	133						
XP_027048212.1	A0A3M6TMF7	unreviewed	A0A3M6TMF7_POCDA	F-box domain-containing protein	pdam_00010895	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	479		positive regulation of protein ubiquitination [GO:0031398]	GO:0031398		positive regulation of protein ubiquitination [GO:0031398]	
XP_027055640.1	A0A3M6T4D6	unreviewed	A0A3M6T4D6_POCDA	V-type proton ATPase subunit D	pdam_00003784	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	247			GO:0046961	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	
XP_027036859.1	A0A3M6UPG8	unreviewed	A0A3M6UPG8_POCDA	Uncharacterized protein	pdam_00022750	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	136	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027053398.1	A0A3M6TA29	unreviewed	A0A3M6TA29_POCDA	Steroid 17-alpha-hydroxylase/17,20 lyase	pdam_00003367	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	510		hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	GO:0004508; GO:0005506; GO:0020037; GO:0042446; GO:0042448	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]	heme binding [GO:0020037]; iron ion binding [GO:0005506]; steroid 17-alpha-monooxygenase activity [GO:0004508]; hormone biosynthetic process [GO:0042446]; progesterone metabolic process [GO:0042448]	
XP_027053174.1	A0A3M6TAQ3	unreviewed	A0A3M6TAQ3_POCDA	Cilia- and flagella-associated protein 52	pdam_00011832	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	653	axoneme [GO:0005930]; motile cilium [GO:0031514]		GO:0005930; GO:0031514		axoneme [GO:0005930]; motile cilium [GO:0031514]	
XP_027054396.1	A0A3M6T7F5	unreviewed	A0A3M6T7F5_POCDA	Mitochondrial import receptor subunit TOM20 homolog	pdam_00015455	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	146	mitochondrial outer membrane translocase complex [GO:0005742]	intracellular protein transport [GO:0006886]; protein import into mitochondrial matrix [GO:0030150]; tRNA import into mitochondrion [GO:0016031]	GO:0005742; GO:0006886; GO:0008320; GO:0016031; GO:0030150; GO:0030943	mitochondrion targeting sequence binding [GO:0030943]; protein transmembrane transporter activity [GO:0008320]	mitochondrial outer membrane translocase complex [GO:0005742]; mitochondrion targeting sequence binding [GO:0030943]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transport [GO:0006886]; protein import into mitochondrial matrix [GO:0030150]; tRNA import into mitochondrion [GO:0016031]	
XP_027060547.1	A0A3M6UHW5	unreviewed	A0A3M6UHW5_POCDA	DNA replication licensing factor MCM6 (EC 3.6.4.12)	pdam_00020612	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	459	MCM complex [GO:0042555]; nucleus [GO:0005634]	DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication [GO:1902969]	GO:0000727; GO:0003697; GO:0005524; GO:0005634; GO:0006270; GO:0009378; GO:0016887; GO:0036121; GO:0042555; GO:0061749; GO:1902969; GO:1990518	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]	MCM complex [GO:0042555]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; double-stranded DNA helicase activity [GO:0036121]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction helicase activity [GO:0009378]; single-stranded 3'-5' DNA helicase activity [GO:1990518]; single-stranded DNA binding [GO:0003697]; DNA replication initiation [GO:0006270]; double-strand break repair via break-induced replication [GO:0000727]; mitotic DNA replication [GO:1902969]	
XP_027045808.1	A0A3M6TT87	unreviewed	A0A3M6TT87_POCDA	EGF-like domain-containing protein	pdam_00006054	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	295	extracellular space [GO:0005615]		GO:0005509; GO:0005615; GO:0008201	calcium ion binding [GO:0005509]; heparin binding [GO:0008201]	extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; heparin binding [GO:0008201]	
XP_027051164.1	A0A3M6TFH1	unreviewed	A0A3M6TFH1_POCDA	Uncharacterized protein	pdam_00024166	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	509						
XP_027038507.1	A0A3M6U9R5	unreviewed	A0A3M6U9R5_POCDA	Splicing factor 3A subunit 1	pdam_00006936	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	717	catalytic step 2 spliceosome [GO:0071013]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]	mRNA cis splicing, via spliceosome [GO:0045292]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	GO:0000381; GO:0003723; GO:0005686; GO:0045292; GO:0071004; GO:0071013	RNA binding [GO:0003723]	catalytic step 2 spliceosome [GO:0071013]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; RNA binding [GO:0003723]; mRNA cis splicing, via spliceosome [GO:0045292]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]	
XP_027038996.1	A0A3M6U8F9	unreviewed	A0A3M6U8F9_POCDA	Band 7 domain-containing protein	pdam_00017303	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	412	membrane [GO:0016020]; mitochondrion [GO:0005739]	mitochondrion organization [GO:0007005]	GO:0005739; GO:0007005; GO:0016020		membrane [GO:0016020]; mitochondrion [GO:0005739]; mitochondrion organization [GO:0007005]	
XP_027048775.1	A0A3M6TKX0	unreviewed	A0A3M6TKX0_POCDA	U6 snRNA-associated Sm-like protein LSm1	LSM1 pdam_00001322	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	138	Lsm1-7-Pat1 complex [GO:1990726]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]	deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA processing [GO:0006397]	GO:0000290; GO:0000932; GO:0003729; GO:0006397; GO:1990726; GO:1990904	mRNA binding [GO:0003729]	Lsm1-7-Pat1 complex [GO:1990726]; P-body [GO:0000932]; ribonucleoprotein complex [GO:1990904]; mRNA binding [GO:0003729]; deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]; mRNA processing [GO:0006397]	LSM1
XP_027040131.1	A0A3M6U5K0	unreviewed	A0A3M6U5K0_POCDA	Tectonic domain-containing protein	pdam_00008297	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	593		cilium assembly [GO:0060271]	GO:0060271		cilium assembly [GO:0060271]	
XP_027041507.1	A0A3M6V6D7	unreviewed	A0A3M6V6D7_POCDA	Uncharacterized protein	pdam_00003557	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	227						
XP_027056702.1	A0A3M6UWR6	unreviewed	A0A3M6UWR6_POCDA	Homeobox domain-containing protein	pdam_00013848	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	184	nucleus [GO:0005634]	positive regulation of transcription by RNA polymerase II [GO:0045944]	GO:0000978; GO:0000981; GO:0005634; GO:0045944	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; positive regulation of transcription by RNA polymerase II [GO:0045944]	
XP_027056886.1	A0A3M6UWM8	unreviewed	A0A3M6UWM8_POCDA	POU domain protein	pdam_00006695	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	331	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	
XP_027054692.1	A0A3M6T6U6	unreviewed	A0A3M6T6U6_POCDA	Protein YIPF	pdam_00016601	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	254	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle fusion with Golgi apparatus [GO:0048280]	GO:0000139; GO:0005802; GO:0006888; GO:0048280		Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; vesicle fusion with Golgi apparatus [GO:0048280]	
XP_027048726.1	A0A3M6TLD9	unreviewed	A0A3M6TLD9_POCDA	Ras-related protein Rab-6A	pdam_00001307	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	208			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
XP_027057926.1	A0A3M6V5M4	unreviewed	A0A3M6V5M4_POCDA	Uncharacterized protein	pdam_00005626	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	355	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027059000.1	A0A3M6V526	unreviewed	A0A3M6V526_POCDA	L-dopachrome isomerase (EC 5.3.2.1) (EC 5.3.3.12) (L-dopachrome tautomerase) (Phenylpyruvate tautomerase)	pdam_00014195	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	114	extracellular space [GO:0005615]		GO:0005125; GO:0005615; GO:0050178	cytokine activity [GO:0005125]; phenylpyruvate tautomerase activity [GO:0050178]	extracellular space [GO:0005615]; cytokine activity [GO:0005125]; phenylpyruvate tautomerase activity [GO:0050178]	
XP_027058102.1	A0A3M6UU19	unreviewed	A0A3M6UU19_POCDA	PNPLA domain-containing protein	pdam_00006156	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	466	membrane [GO:0016020]	arachidonate metabolic process [GO:0019369]; lipid catabolic process [GO:0016042]	GO:0016020; GO:0016042; GO:0019369; GO:0047499	calcium-independent phospholipase A2 activity [GO:0047499]	membrane [GO:0016020]; calcium-independent phospholipase A2 activity [GO:0047499]; arachidonate metabolic process [GO:0019369]; lipid catabolic process [GO:0016042]	
XP_027036157.1	A0A3M6UFQ6	unreviewed	A0A3M6UFQ6_POCDA	BTB domain-containing protein	pdam_00015530	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	364		protein catabolic process [GO:0030163]	GO:0030163		protein catabolic process [GO:0030163]	
XP_027051939.1	A0A3M6UKU6	unreviewed	A0A3M6UKU6_POCDA	Uncharacterized protein	pdam_00011997	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	115	mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277]	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial respirasome assembly [GO:0097250]; regulation of oxidative phosphorylation [GO:0002082]	GO:0002082; GO:0005743; GO:0006123; GO:0045277; GO:0097250		mitochondrial inner membrane [GO:0005743]; respiratory chain complex IV [GO:0045277]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial respirasome assembly [GO:0097250]; regulation of oxidative phosphorylation [GO:0002082]	
XP_027057342.1	A0A3M6UVD0	unreviewed	A0A3M6UVD0_POCDA	Casein kinase substrate phosphoprotein PP28 domain-containing protein	pdam_00023196	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	177						
XP_027055685.1	A0A3M6T475	unreviewed	A0A3M6T475_POCDA	Actin-related protein 2/3 complex subunit 4	pdam_00019777	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	168	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]	actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	GO:0005737; GO:0005885; GO:0030041; GO:0034314; GO:0051015	actin filament binding [GO:0051015]	Arp2/3 protein complex [GO:0005885]; cytoplasm [GO:0005737]; actin filament binding [GO:0051015]; actin filament polymerization [GO:0030041]; Arp2/3 complex-mediated actin nucleation [GO:0034314]	
XP_027049673.1	A0A3M6TIN0	unreviewed	A0A3M6TIN0_POCDA	guanylate cyclase (EC 4.6.1.2)	pdam_00013255	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	591	plasma membrane [GO:0005886]	intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]	GO:0001653; GO:0004016; GO:0004383; GO:0005886; GO:0007168; GO:0035556	adenylate cyclase activity [GO:0004016]; guanylate cyclase activity [GO:0004383]; peptide receptor activity [GO:0001653]	plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; guanylate cyclase activity [GO:0004383]; peptide receptor activity [GO:0001653]; intracellular signal transduction [GO:0035556]; receptor guanylyl cyclase signaling pathway [GO:0007168]	
XP_027051102.1	A0A3M6TFQ2	unreviewed	A0A3M6TFQ2_POCDA	Centromere protein P	pdam_00002232	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	330	chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]	CENP-A containing chromatin assembly [GO:0034080]	GO:0000775; GO:0005634; GO:0034080		chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]; CENP-A containing chromatin assembly [GO:0034080]	
XP_027050320.1	A0A3M6THI2	unreviewed	A0A3M6THI2_POCDA	RNA helicase (EC 3.6.4.13)	pdam_00015948	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	617		mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0003676; GO:0003724; GO:0005524; GO:0008270; GO:0016787	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]; zinc ion binding [GO:0008270]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]; zinc ion binding [GO:0008270]; mRNA splicing, via spliceosome [GO:0000398]	
XP_027036430.1	A0A3M6UF85	unreviewed	A0A3M6UF85_POCDA	Micro-fibrillar-associated protein 1 C-terminal domain-containing protein	pdam_00007932	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	443						
XP_027043241.1	A0A3M6TZ14	unreviewed	A0A3M6TZ14_POCDA	Metallo-beta-lactamase domain-containing protein	pdam_00019722	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	357	nucleus [GO:0005634]		GO:0005634; GO:0042781; GO:0046872	3'-tRNA processing endoribonuclease activity [GO:0042781]; metal ion binding [GO:0046872]	nucleus [GO:0005634]; 3'-tRNA processing endoribonuclease activity [GO:0042781]; metal ion binding [GO:0046872]	
XP_027045358.1	A0A3M6TUD8	unreviewed	A0A3M6TUD8_POCDA	RBPJ-interacting and tubulin-associated protein 1	pdam_00012563	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	225						
XP_027047017.1	A0A3M6TQG4	unreviewed	A0A3M6TQG4_POCDA	Sex-determining region Y protein (Testis-determining factor)	pdam_00001907	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	403	nuclear speck [GO:0016607]	cell differentiation [GO:0030154]; sex differentiation [GO:0007548]	GO:0000978; GO:0001228; GO:0005516; GO:0007548; GO:0016607; GO:0030154	calmodulin binding [GO:0005516]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nuclear speck [GO:0016607]; calmodulin binding [GO:0005516]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; cell differentiation [GO:0030154]; sex differentiation [GO:0007548]	
XP_027036834.1	A0A3M6UEB1	unreviewed	A0A3M6UEB1_POCDA	Myb-like domain-containing protein	pdam_00025148	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	228						
XP_027050856.1	A0A3M6TFN5	unreviewed	A0A3M6TFN5_POCDA	Uncharacterized protein	pdam_00014345	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	178						
XP_027046879.1	A0A3M6TQW7	unreviewed	A0A3M6TQW7_POCDA	Protein phosphatase 1 regulatory subunit 35 C-terminal domain-containing protein	pdam_00006401	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	291						
XP_027056228.1	A0A3M6UXW9	unreviewed	A0A3M6UXW9_POCDA	Uncharacterized protein	pdam_00010760	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	260						
XP_027054064.1	A0A3M6T851	unreviewed	A0A3M6T851_POCDA	Pectin acetylesterase	pdam_00007888	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	488			GO:0016787	hydrolase activity [GO:0016787]	hydrolase activity [GO:0016787]	
XP_027059472.1	A0A3M6URY9	unreviewed	A0A3M6URY9_POCDA	Uncharacterized protein	pdam_00010392	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	244						
XP_027041860.1	A0A3M6U1S5	unreviewed	A0A3M6U1S5_POCDA	Mediator of RNA polymerase II transcription subunit 28 (Mediator complex subunit 28)	pdam_00002135	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	142	mediator complex [GO:0016592]		GO:0016592		mediator complex [GO:0016592]	
XP_027045611.1	A0A3M6TTJ9	unreviewed	A0A3M6TTJ9_POCDA	BLOC-1-related complex subunit 5	pdam_00002758	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	209	BORC complex [GO:0099078]; cytoplasmic side of lysosomal membrane [GO:0098574]; synaptic vesicle membrane [GO:0030672]	lysosome localization [GO:0032418]; organelle transport along microtubule [GO:0072384]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]	GO:0030672; GO:0032418; GO:0072384; GO:0098574; GO:0099078; GO:1903744		BORC complex [GO:0099078]; cytoplasmic side of lysosomal membrane [GO:0098574]; synaptic vesicle membrane [GO:0030672]; lysosome localization [GO:0032418]; organelle transport along microtubule [GO:0072384]; positive regulation of anterograde synaptic vesicle transport [GO:1903744]	
XP_027050615.1	A0A3M6TGL2	unreviewed	A0A3M6TGL2_POCDA	Kinetochore protein Spc24	pdam_00009460	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	192	Ndc80 complex [GO:0031262]; nucleus [GO:0005634]	cell division [GO:0051301]; chromosome segregation [GO:0007059]	GO:0005634; GO:0007059; GO:0008017; GO:0031262; GO:0051301	microtubule binding [GO:0008017]	Ndc80 complex [GO:0031262]; nucleus [GO:0005634]; microtubule binding [GO:0008017]; cell division [GO:0051301]; chromosome segregation [GO:0007059]	
XP_027046572.1	A0A3M6V0T5	unreviewed	A0A3M6V0T5_POCDA	Protein kinase domain-containing protein	pdam_00003607	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	386	nucleus [GO:0005634]	regulation of mitotic cell cycle [GO:0007346]	GO:0004693; GO:0005524; GO:0005634; GO:0007346	ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]	nucleus [GO:0005634]; ATP binding [GO:0005524]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; regulation of mitotic cell cycle [GO:0007346]	
XP_027044958.1	A0A3M6V1A8	unreviewed	A0A3M6V1A8_POCDA	Uncharacterized protein	pdam_00019027	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	490						
XP_027047442.1	A0A3M6TPA3	unreviewed	A0A3M6TPA3_POCDA	RING-type E3 ubiquitin transferase	pdam_00009743	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2724			GO:0008270; GO:0061630	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]	
XP_027057967.1	A0A3M6UU34	unreviewed	A0A3M6UU34_POCDA	ABC transporter domain-containing protein	pdam_00008209	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	127	membrane [GO:0016020]		GO:0000166; GO:0016020; GO:0042626	ATPase-coupled transmembrane transporter activity [GO:0042626]; nucleotide binding [GO:0000166]	membrane [GO:0016020]; ATPase-coupled transmembrane transporter activity [GO:0042626]; nucleotide binding [GO:0000166]	
XP_027046098.1	A0A3M6TSA3	unreviewed	A0A3M6TSA3_POCDA	Acyltransferase (EC 2.3.1.-)	pdam_00019166	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	336	endoplasmic reticulum membrane [GO:0005789]	glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]	GO:0004144; GO:0005789; GO:0006071; GO:0019432	diacylglycerol O-acyltransferase activity [GO:0004144]	endoplasmic reticulum membrane [GO:0005789]; diacylglycerol O-acyltransferase activity [GO:0004144]; glycerol metabolic process [GO:0006071]; triglyceride biosynthetic process [GO:0019432]	
XP_022809309.1	A0A2B4RAI2	unreviewed	A0A2B4RAI2_STYPI	MULE transposase domain-containing protein	AWC38_SpisGene22695	Stylophora pistillata (Smooth cauliflower coral)	405						
XP_027035664.1	A0A3M6UH91	unreviewed	A0A3M6UH91_POCDA	Neuralized-like protein 4	pdam_00020355	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	217			GO:0061630	ubiquitin protein ligase activity [GO:0061630]	ubiquitin protein ligase activity [GO:0061630]	
XP_027056112.1	A0A3M6UY47	unreviewed	A0A3M6UY47_POCDA	Myb/SANT-like DNA-binding domain-containing protein	pdam_00006442	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	362						
XP_027036227.1	A0A3M6UFN7	unreviewed	A0A3M6UFN7_POCDA	SMODS and SLOG-associating 2TM effector domain-containing protein	pdam_00020283	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	164	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027045860.1	A0A3M6TSN3	unreviewed	A0A3M6TSN3_POCDA	NF-kappa-B essential modulator NEMO CC2-LZ domain-containing protein	pdam_00010066	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	345	cytoplasm [GO:0005737]	regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0005737; GO:0006357; GO:0043122		cytoplasm [GO:0005737]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of transcription by RNA polymerase II [GO:0006357]	
XP_027049463.1	A0A3M6TJ80	unreviewed	A0A3M6TJ80_POCDA	Uncharacterized protein	pdam_00013498	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	191						
XP_027056257.1	A0A3M6UXS2	unreviewed	A0A3M6UXS2_POCDA	Sex-determining region Y protein (Testis-determining factor)	pdam_00010755	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	243	nuclear speck [GO:0016607]	cell differentiation [GO:0030154]; sex differentiation [GO:0007548]	GO:0000978; GO:0001228; GO:0005516; GO:0007548; GO:0016607; GO:0030154	calmodulin binding [GO:0005516]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nuclear speck [GO:0016607]; calmodulin binding [GO:0005516]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; cell differentiation [GO:0030154]; sex differentiation [GO:0007548]	
XP_027051002.1	A0A3M6TF70	unreviewed	A0A3M6TF70_POCDA	protein-tyrosine-phosphatase (EC 3.1.3.48)	pdam_00002248	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	522	intracellular membraneless organelle [GO:0043232]	cell division [GO:0051301]	GO:0004726; GO:0030946; GO:0043232; GO:0051301; GO:0140793	histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]	intracellular membraneless organelle [GO:0043232]; histone H2AXY142 phosphatase activity [GO:0140793]; non-membrane spanning protein tyrosine phosphatase activity [GO:0004726]; protein tyrosine phosphatase activity, metal-dependent [GO:0030946]; cell division [GO:0051301]	
